PA_ID,Level,Garden,Activity,Learning_Objective,Expected_Evidence
PA-264,Primary 4-6,Vertical Garden,SAMPLE - Vertical Garden,"Guide pupils to sample a question about multi-level growth, light and water distribution, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-265,Primary 4-6,Vertical Garden,INVESTIGATE - Vertical Garden,"Guide pupils to investigate a question about multi-level growth, light and water distribution, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-266,Primary 4-6,Vertical Garden,CALCULATE - Vertical Garden,"Guide pupils to calculate a question about multi-level growth, light and water distribution, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-267,Primary 4-6,Vertical Garden,GRAPH - Vertical Garden,"Guide pupils to graph a question about multi-level growth, light and water distribution, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-268,Primary 4-6,Vertical Garden,ANALYZE - Vertical Garden,"Guide pupils to analyze a question about multi-level growth, light and water distribution, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-269,Primary 4-6,Vertical Garden,EXPLAIN - Vertical Garden,"Guide pupils to explain a question about multi-level growth, light and water distribution, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-270,Primary 4-6,Vertical Garden,RECOMMEND - Vertical Garden,"Guide pupils to recommend a question about multi-level growth, light and water distribution, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-271,Primary 4-6,Crop Rotation Garden,OBSERVE - Crop Rotation Garden,"Guide pupils to observe a question about crop families, sequence and soil cover, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-272,Primary 4-6,Crop Rotation Garden,MEASURE - Crop Rotation Garden,"Guide pupils to measure a question about crop families, sequence and soil cover, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-273,Primary 4-6,Crop Rotation Garden,QUESTION - Crop Rotation Garden,"Guide pupils to question a question about crop families, sequence and soil cover, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-274,Primary 4-6,Crop Rotation Garden,SAMPLE - Crop Rotation Garden,"Guide pupils to sample a question about crop families, sequence and soil cover, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-275,Primary 4-6,Crop Rotation Garden,INVESTIGATE - Crop Rotation Garden,"Guide pupils to investigate a question about crop families, sequence and soil cover, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-276,Primary 4-6,Crop Rotation Garden,CALCULATE - Crop Rotation Garden,"Guide pupils to calculate a question about crop families, sequence and soil cover, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-277,Primary 4-6,Crop Rotation Garden,GRAPH - Crop Rotation Garden,"Guide pupils to graph a question about crop families, sequence and soil cover, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-278,Primary 4-6,Crop Rotation Garden,ANALYZE - Crop Rotation Garden,"Guide pupils to analyze a question about crop families, sequence and soil cover, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-279,Primary 4-6,Crop Rotation Garden,EXPLAIN - Crop Rotation Garden,"Guide pupils to explain a question about crop families, sequence and soil cover, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-280,Primary 4-6,Crop Rotation Garden,RECOMMEND - Crop Rotation Garden,"Guide pupils to recommend a question about crop families, sequence and soil cover, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-281,Primary 4-6,Water-Smart Garden,OBSERVE - Water-Smart Garden,"Guide pupils to observe a question about infiltration, irrigation, runoff and water productivity, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-282,Primary 4-6,Water-Smart Garden,MEASURE - Water-Smart Garden,"Guide pupils to measure a question about infiltration, irrigation, runoff and water productivity, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-283,Primary 4-6,Water-Smart Garden,QUESTION - Water-Smart Garden,"Guide pupils to question a question about infiltration, irrigation, runoff and water productivity, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-284,Primary 4-6,Water-Smart Garden,SAMPLE - Water-Smart Garden,"Guide pupils to sample a question about infiltration, irrigation, runoff and water productivity, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-285,Primary 4-6,Water-Smart Garden,INVESTIGATE - Water-Smart Garden,"Guide pupils to investigate a question about infiltration, irrigation, runoff and water productivity, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-286,Primary 4-6,Water-Smart Garden,CALCULATE - Water-Smart Garden,"Guide pupils to calculate a question about infiltration, irrigation, runoff and water productivity, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-287,Primary 4-6,Water-Smart Garden,GRAPH - Water-Smart Garden,"Guide pupils to graph a question about infiltration, irrigation, runoff and water productivity, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-288,Primary 4-6,Water-Smart Garden,ANALYZE - Water-Smart Garden,"Guide pupils to analyze a question about infiltration, irrigation, runoff and water productivity, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-289,Primary 4-6,Water-Smart Garden,EXPLAIN - Water-Smart Garden,"Guide pupils to explain a question about infiltration, irrigation, runoff and water productivity, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-290,Primary 4-6,Water-Smart Garden,RECOMMEND - Water-Smart Garden,"Guide pupils to recommend a question about infiltration, irrigation, runoff and water productivity, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-291,Primary 4-6,Intro Soilless Garden,OBSERVE - Intro Soilless Garden,"Guide pupils to observe a question about growing media, flow, pH and EC, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-292,Primary 4-6,Intro Soilless Garden,MEASURE - Intro Soilless Garden,"Guide pupils to measure a question about growing media, flow, pH and EC, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-293,Primary 4-6,Intro Soilless Garden,QUESTION - Intro Soilless Garden,"Guide pupils to question a question about growing media, flow, pH and EC, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-294,Primary 4-6,Intro Soilless Garden,SAMPLE - Intro Soilless Garden,"Guide pupils to sample a question about growing media, flow, pH and EC, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-295,Primary 4-6,Intro Soilless Garden,INVESTIGATE - Intro Soilless Garden,"Guide pupils to investigate a question about growing media, flow, pH and EC, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-296,Primary 4-6,Intro Soilless Garden,CALCULATE - Intro Soilless Garden,"Guide pupils to calculate a question about growing media, flow, pH and EC, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-297,Primary 4-6,Intro Soilless Garden,GRAPH - Intro Soilless Garden,"Guide pupils to graph a question about growing media, flow, pH and EC, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-298,Primary 4-6,Intro Soilless Garden,ANALYZE - Intro Soilless Garden,"Guide pupils to analyze a question about growing media, flow, pH and EC, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-299,Primary 4-6,Intro Soilless Garden,EXPLAIN - Intro Soilless Garden,"Guide pupils to explain a question about growing media, flow, pH and EC, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-300,Primary 4-6,Intro Soilless Garden,RECOMMEND - Intro Soilless Garden,"Guide pupils to recommend a question about growing media, flow, pH and EC, collect comparable evidence, analyze it and explain a defensible result.","Labeled table, units, calculation/graph, conclusion, limitation and recommendation."
PA-301,JSS 1-3,Production Garden,QUESTION - Production Garden,"Enable students to question a scientific investigation of establishment, growth, yield and resource use, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-302,JSS 1-3,Production Garden,HYPOTHESIZE - Production Garden,"Enable students to hypothesize a scientific investigation of establishment, growth, yield and resource use, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-303,JSS 1-3,Production Garden,TEST - Production Garden,"Enable students to test a scientific investigation of establishment, growth, yield and resource use, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-304,JSS 1-3,Production Garden,REPLICATE - Production Garden,"Enable students to replicate a scientific investigation of establishment, growth, yield and resource use, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-305,JSS 1-3,Production Garden,MEASURE - Production Garden,"Enable students to measure a scientific investigation of establishment, growth, yield and resource use, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-306,JSS 1-3,Production Garden,QUANTIFY - Production Garden,"Enable students to quantify a scientific investigation of establishment, growth, yield and resource use, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-307,JSS 1-3,Production Garden,ANALYZE - Production Garden,"Enable students to analyze a scientific investigation of establishment, growth, yield and resource use, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-308,JSS 1-3,Production Garden,DIAGNOSE - Production Garden,"Enable students to diagnose a scientific investigation of establishment, growth, yield and resource use, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-309,JSS 1-3,Production Garden,MANAGE - Production Garden,"Enable students to manage a scientific investigation of establishment, growth, yield and resource use, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-310,JSS 1-3,Production Garden,RECOMMEND - Production Garden,"Enable students to recommend a scientific investigation of establishment, growth, yield and resource use, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-311,JSS 1-3,Raised Systems Garden,QUESTION - Raised Systems Garden,"Enable students to question a scientific investigation of root-zone condition, infiltration and productivity, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-312,JSS 1-3,Raised Systems Garden,HYPOTHESIZE - Raised Systems Garden,"Enable students to hypothesize a scientific investigation of root-zone condition, infiltration and productivity, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-313,JSS 1-3,Raised Systems Garden,TEST - Raised Systems Garden,"Enable students to test a scientific investigation of root-zone condition, infiltration and productivity, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-314,JSS 1-3,Raised Systems Garden,REPLICATE - Raised Systems Garden,"Enable students to replicate a scientific investigation of root-zone condition, infiltration and productivity, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-315,JSS 1-3,Raised Systems Garden,MEASURE - Raised Systems Garden,"Enable students to measure a scientific investigation of root-zone condition, infiltration and productivity, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-316,JSS 1-3,Raised Systems Garden,QUANTIFY - Raised Systems Garden,"Enable students to quantify a scientific investigation of root-zone condition, infiltration and productivity, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-317,JSS 1-3,Raised Systems Garden,ANALYZE - Raised Systems Garden,"Enable students to analyze a scientific investigation of root-zone condition, infiltration and productivity, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-318,JSS 1-3,Raised Systems Garden,DIAGNOSE - Raised Systems Garden,"Enable students to diagnose a scientific investigation of root-zone condition, infiltration and productivity, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-319,JSS 1-3,Raised Systems Garden,MANAGE - Raised Systems Garden,"Enable students to manage a scientific investigation of root-zone condition, infiltration and productivity, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-320,JSS 1-3,Raised Systems Garden,RECOMMEND - Raised Systems Garden,"Enable students to recommend a scientific investigation of root-zone condition, infiltration and productivity, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-321,JSS 1-3,Grid Experiment Garden,QUESTION - Grid Experiment Garden,"Enable students to question a scientific investigation of fair comparisons, treatments, controls and replication, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-322,JSS 1-3,Grid Experiment Garden,HYPOTHESIZE - Grid Experiment Garden,"Enable students to hypothesize a scientific investigation of fair comparisons, treatments, controls and replication, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-323,JSS 1-3,Grid Experiment Garden,TEST - Grid Experiment Garden,"Enable students to test a scientific investigation of fair comparisons, treatments, controls and replication, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-324,JSS 1-3,Grid Experiment Garden,REPLICATE - Grid Experiment Garden,"Enable students to replicate a scientific investigation of fair comparisons, treatments, controls and replication, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-325,JSS 1-3,Grid Experiment Garden,MEASURE - Grid Experiment Garden,"Enable students to measure a scientific investigation of fair comparisons, treatments, controls and replication, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-326,JSS 1-3,Grid Experiment Garden,QUANTIFY - Grid Experiment Garden,"Enable students to quantify a scientific investigation of fair comparisons, treatments, controls and replication, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-327,JSS 1-3,Grid Experiment Garden,ANALYZE - Grid Experiment Garden,"Enable students to analyze a scientific investigation of fair comparisons, treatments, controls and replication, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-328,JSS 1-3,Grid Experiment Garden,DIAGNOSE - Grid Experiment Garden,"Enable students to diagnose a scientific investigation of fair comparisons, treatments, controls and replication, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-329,JSS 1-3,Grid Experiment Garden,MANAGE - Grid Experiment Garden,"Enable students to manage a scientific investigation of fair comparisons, treatments, controls and replication, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-330,JSS 1-3,Grid Experiment Garden,RECOMMEND - Grid Experiment Garden,"Enable students to recommend a scientific investigation of fair comparisons, treatments, controls and replication, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-331,JSS 1-3,Crop Rotation Garden,QUESTION - Crop Rotation Garden,"Enable students to question a scientific investigation of crop families, sequence and soil cover, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-332,JSS 1-3,Crop Rotation Garden,HYPOTHESIZE - Crop Rotation Garden,"Enable students to hypothesize a scientific investigation of crop families, sequence and soil cover, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-333,JSS 1-3,Crop Rotation Garden,TEST - Crop Rotation Garden,"Enable students to test a scientific investigation of crop families, sequence and soil cover, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-334,JSS 1-3,Crop Rotation Garden,REPLICATE - Crop Rotation Garden,"Enable students to replicate a scientific investigation of crop families, sequence and soil cover, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-335,JSS 1-3,Crop Rotation Garden,MEASURE - Crop Rotation Garden,"Enable students to measure a scientific investigation of crop families, sequence and soil cover, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-336,JSS 1-3,Crop Rotation Garden,QUANTIFY - Crop Rotation Garden,"Enable students to quantify a scientific investigation of crop families, sequence and soil cover, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-337,JSS 1-3,Crop Rotation Garden,ANALYZE - Crop Rotation Garden,"Enable students to analyze a scientific investigation of crop families, sequence and soil cover, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-338,JSS 1-3,Crop Rotation Garden,DIAGNOSE - Crop Rotation Garden,"Enable students to diagnose a scientific investigation of crop families, sequence and soil cover, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-339,JSS 1-3,Crop Rotation Garden,MANAGE - Crop Rotation Garden,"Enable students to manage a scientific investigation of crop families, sequence and soil cover, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-340,JSS 1-3,Crop Rotation Garden,RECOMMEND - Crop Rotation Garden,"Enable students to recommend a scientific investigation of crop families, sequence and soil cover, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-341,JSS 1-3,Intercropping Garden,QUESTION - Intercropping Garden,"Enable students to question a scientific investigation of component crops, canopy, yield and land-use efficiency, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-342,JSS 1-3,Intercropping Garden,HYPOTHESIZE - Intercropping Garden,"Enable students to hypothesize a scientific investigation of component crops, canopy, yield and land-use efficiency, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-343,JSS 1-3,Intercropping Garden,TEST - Intercropping Garden,"Enable students to test a scientific investigation of component crops, canopy, yield and land-use efficiency, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-344,JSS 1-3,Intercropping Garden,REPLICATE - Intercropping Garden,"Enable students to replicate a scientific investigation of component crops, canopy, yield and land-use efficiency, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-345,JSS 1-3,Intercropping Garden,MEASURE - Intercropping Garden,"Enable students to measure a scientific investigation of component crops, canopy, yield and land-use efficiency, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-346,JSS 1-3,Intercropping Garden,QUANTIFY - Intercropping Garden,"Enable students to quantify a scientific investigation of component crops, canopy, yield and land-use efficiency, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-347,JSS 1-3,Intercropping Garden,ANALYZE - Intercropping Garden,"Enable students to analyze a scientific investigation of component crops, canopy, yield and land-use efficiency, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-348,JSS 1-3,Intercropping Garden,DIAGNOSE - Intercropping Garden,"Enable students to diagnose a scientific investigation of component crops, canopy, yield and land-use efficiency, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-349,JSS 1-3,Intercropping Garden,MANAGE - Intercropping Garden,"Enable students to manage a scientific investigation of component crops, canopy, yield and land-use efficiency, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-350,JSS 1-3,Intercropping Garden,RECOMMEND - Intercropping Garden,"Enable students to recommend a scientific investigation of component crops, canopy, yield and land-use efficiency, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-351,JSS 1-3,Water-Smart Garden,QUESTION - Water-Smart Garden,"Enable students to question a scientific investigation of infiltration, irrigation, runoff and water productivity, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-352,JSS 1-3,Water-Smart Garden,HYPOTHESIZE - Water-Smart Garden,"Enable students to hypothesize a scientific investigation of infiltration, irrigation, runoff and water productivity, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-353,JSS 1-3,Water-Smart Garden,TEST - Water-Smart Garden,"Enable students to test a scientific investigation of infiltration, irrigation, runoff and water productivity, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-354,JSS 1-3,Water-Smart Garden,REPLICATE - Water-Smart Garden,"Enable students to replicate a scientific investigation of infiltration, irrigation, runoff and water productivity, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-355,JSS 1-3,Water-Smart Garden,MEASURE - Water-Smart Garden,"Enable students to measure a scientific investigation of infiltration, irrigation, runoff and water productivity, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-356,JSS 1-3,Water-Smart Garden,QUANTIFY - Water-Smart Garden,"Enable students to quantify a scientific investigation of infiltration, irrigation, runoff and water productivity, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-357,JSS 1-3,Water-Smart Garden,ANALYZE - Water-Smart Garden,"Enable students to analyze a scientific investigation of infiltration, irrigation, runoff and water productivity, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-358,JSS 1-3,Water-Smart Garden,DIAGNOSE - Water-Smart Garden,"Enable students to diagnose a scientific investigation of infiltration, irrigation, runoff and water productivity, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-359,JSS 1-3,Water-Smart Garden,MANAGE - Water-Smart Garden,"Enable students to manage a scientific investigation of infiltration, irrigation, runoff and water productivity, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-360,JSS 1-3,Water-Smart Garden,RECOMMEND - Water-Smart Garden,"Enable students to recommend a scientific investigation of infiltration, irrigation, runoff and water productivity, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-361,JSS 1-3,Compost & Soil Garden,QUESTION - Compost & Soil Garden,"Enable students to question a scientific investigation of decomposition, maturity and soil response, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-362,JSS 1-3,Compost & Soil Garden,HYPOTHESIZE - Compost & Soil Garden,"Enable students to hypothesize a scientific investigation of decomposition, maturity and soil response, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-363,JSS 1-3,Compost & Soil Garden,TEST - Compost & Soil Garden,"Enable students to test a scientific investigation of decomposition, maturity and soil response, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-364,JSS 1-3,Compost & Soil Garden,REPLICATE - Compost & Soil Garden,"Enable students to replicate a scientific investigation of decomposition, maturity and soil response, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-365,JSS 1-3,Compost & Soil Garden,MEASURE - Compost & Soil Garden,"Enable students to measure a scientific investigation of decomposition, maturity and soil response, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-366,JSS 1-3,Compost & Soil Garden,QUANTIFY - Compost & Soil Garden,"Enable students to quantify a scientific investigation of decomposition, maturity and soil response, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-367,JSS 1-3,Compost & Soil Garden,ANALYZE - Compost & Soil Garden,"Enable students to analyze a scientific investigation of decomposition, maturity and soil response, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-368,JSS 1-3,Compost & Soil Garden,DIAGNOSE - Compost & Soil Garden,"Enable students to diagnose a scientific investigation of decomposition, maturity and soil response, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-369,JSS 1-3,Compost & Soil Garden,MANAGE - Compost & Soil Garden,"Enable students to manage a scientific investigation of decomposition, maturity and soil response, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-370,JSS 1-3,Compost & Soil Garden,RECOMMEND - Compost & Soil Garden,"Enable students to recommend a scientific investigation of decomposition, maturity and soil response, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
PA-371,JSS 1-3,Soilless Learning Garden,QUESTION - Soilless Learning Garden,"Enable students to question a scientific investigation of solution flow, pH, EC and root-zone condition, quantify response and translate the result into management reasoning.","Experimental layout, traceable raw data, processed result, graph, conclusion, limitation/uncertainty and management recommendation."
