ID,Level,Ingredient,Plant_Part,Theme,Objective,Materials,DIY,Method,Evidence,Questions,Safety
IL-277,Primary 4-6,Watermelon,Fruit,Sorting & Quality,"Investigate sorting & quality in watermelon using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-278,Primary 4-6,Watermelon,Fruit,Post-Harvest Change,"Investigate post-harvest change in watermelon using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-279,Primary 4-6,Watermelon,Fruit,Ingredient-to-Food Pathway,"Investigate ingredient-to-food pathway in watermelon using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-280,Primary 4-6,Watermelon,Fruit,Investigation Challenge,"Investigate investigation challenge in watermelon using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-281,Primary 4-6,Tomato,Fruit,Identity & Plant Part,"Investigate identity & plant part in tomato using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-282,Primary 4-6,Tomato,Fruit,External Structure,"Investigate external structure in tomato using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-283,Primary 4-6,Tomato,Fruit,Internal Structure,"Investigate internal structure in tomato using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-284,Primary 4-6,Tomato,Fruit,Colour & Texture,"Investigate colour & texture in tomato using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-285,Primary 4-6,Tomato,Fruit,Mass & Size,"Investigate mass & size in tomato using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-286,Primary 4-6,Tomato,Fruit,Water/Change Observation,"Investigate water/change observation in tomato using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-287,Primary 4-6,Tomato,Fruit,Sorting & Quality,"Investigate sorting & quality in tomato using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-288,Primary 4-6,Tomato,Fruit,Post-Harvest Change,"Investigate post-harvest change in tomato using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-289,Primary 4-6,Tomato,Fruit,Ingredient-to-Food Pathway,"Investigate ingredient-to-food pathway in tomato using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-290,Primary 4-6,Tomato,Fruit,Investigation Challenge,"Investigate investigation challenge in tomato using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-291,Primary 4-6,Maize,Seed/Grain,Identity & Plant Part,"Investigate identity & plant part in maize using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-292,Primary 4-6,Maize,Seed/Grain,External Structure,"Investigate external structure in maize using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-293,Primary 4-6,Maize,Seed/Grain,Internal Structure,"Investigate internal structure in maize using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-294,Primary 4-6,Maize,Seed/Grain,Colour & Texture,"Investigate colour & texture in maize using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-295,Primary 4-6,Maize,Seed/Grain,Mass & Size,"Investigate mass & size in maize using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-296,Primary 4-6,Maize,Seed/Grain,Water/Change Observation,"Investigate water/change observation in maize using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-297,Primary 4-6,Maize,Seed/Grain,Sorting & Quality,"Investigate sorting & quality in maize using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-298,Primary 4-6,Maize,Seed/Grain,Post-Harvest Change,"Investigate post-harvest change in maize using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-299,Primary 4-6,Maize,Seed/Grain,Ingredient-to-Food Pathway,"Investigate ingredient-to-food pathway in maize using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-300,Primary 4-6,Maize,Seed/Grain,Investigation Challenge,"Investigate investigation challenge in maize using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-301,JSS 1-3,Hibiscus,Calyx,Identity & Plant Part,"Test a hypothesis about identity & plant part in hibiscus, quantify variation or change, and evaluate implications for ingredient quality or handling.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define hypothesis and variables; label replicates; collect traceable measurements; calculate a summary/effect; graph where useful; identify uncertainty; recommend a handling or quality decision.,"Hypothesis, protocol, replicate data, quantitative analysis, graph, uncertainty and recommendation.",What is the response variable? How much variation is present? Does the evidence support the hypothesis? What decision follows?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-302,JSS 1-3,Hibiscus,Calyx,External Structure,"Test a hypothesis about external structure in hibiscus, quantify variation or change, and evaluate implications for ingredient quality or handling.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define hypothesis and variables; label replicates; collect traceable measurements; calculate a summary/effect; graph where useful; identify uncertainty; recommend a handling or quality decision.,"Hypothesis, protocol, replicate data, quantitative analysis, graph, uncertainty and recommendation.",What is the response variable? How much variation is present? Does the evidence support the hypothesis? What decision follows?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-303,JSS 1-3,Hibiscus,Calyx,Internal Structure,"Test a hypothesis about internal structure in hibiscus, quantify variation or change, and evaluate implications for ingredient quality or handling.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define hypothesis and variables; label replicates; collect traceable measurements; calculate a summary/effect; graph where useful; identify uncertainty; recommend a handling or quality decision.,"Hypothesis, protocol, replicate data, quantitative analysis, graph, uncertainty and recommendation.",What is the response variable? How much variation is present? Does the evidence support the hypothesis? What decision follows?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-304,JSS 1-3,Hibiscus,Calyx,Colour & Texture,"Test a hypothesis about colour & texture in hibiscus, quantify variation or change, and evaluate implications for ingredient quality or handling.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define hypothesis and variables; label replicates; collect traceable measurements; calculate a summary/effect; graph where useful; identify uncertainty; recommend a handling or quality decision.,"Hypothesis, protocol, replicate data, quantitative analysis, graph, uncertainty and recommendation.",What is the response variable? How much variation is present? Does the evidence support the hypothesis? What decision follows?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-305,JSS 1-3,Hibiscus,Calyx,Mass & Size,"Test a hypothesis about mass & size in hibiscus, quantify variation or change, and evaluate implications for ingredient quality or handling.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define hypothesis and variables; label replicates; collect traceable measurements; calculate a summary/effect; graph where useful; identify uncertainty; recommend a handling or quality decision.,"Hypothesis, protocol, replicate data, quantitative analysis, graph, uncertainty and recommendation.",What is the response variable? How much variation is present? Does the evidence support the hypothesis? What decision follows?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-306,JSS 1-3,Hibiscus,Calyx,Water/Change Observation,"Test a hypothesis about water/change observation in hibiscus, quantify variation or change, and evaluate implications for ingredient quality or handling.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define hypothesis and variables; label replicates; collect traceable measurements; calculate a summary/effect; graph where useful; identify uncertainty; recommend a handling or quality decision.,"Hypothesis, protocol, replicate data, quantitative analysis, graph, uncertainty and recommendation.",What is the response variable? How much variation is present? Does the evidence support the hypothesis? What decision follows?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-307,JSS 1-3,Hibiscus,Calyx,Sorting & Quality,"Test a hypothesis about sorting & quality in hibiscus, quantify variation or change, and evaluate implications for ingredient quality or handling.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define hypothesis and variables; label replicates; collect traceable measurements; calculate a summary/effect; graph where useful; identify uncertainty; recommend a handling or quality decision.,"Hypothesis, protocol, replicate data, quantitative analysis, graph, uncertainty and recommendation.",What is the response variable? How much variation is present? Does the evidence support the hypothesis? What decision follows?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-308,JSS 1-3,Hibiscus,Calyx,Post-Harvest Change,"Test a hypothesis about post-harvest change in hibiscus, quantify variation or change, and evaluate implications for ingredient quality or handling.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define hypothesis and variables; label replicates; collect traceable measurements; calculate a summary/effect; graph where useful; identify uncertainty; recommend a handling or quality decision.,"Hypothesis, protocol, replicate data, quantitative analysis, graph, uncertainty and recommendation.",What is the response variable? How much variation is present? Does the evidence support the hypothesis? What decision follows?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-309,JSS 1-3,Hibiscus,Calyx,Ingredient-to-Food Pathway,"Test a hypothesis about ingredient-to-food pathway in hibiscus, quantify variation or change, and evaluate implications for ingredient quality or handling.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define hypothesis and variables; label replicates; collect traceable measurements; calculate a summary/effect; graph where useful; identify uncertainty; recommend a handling or quality decision.,"Hypothesis, protocol, replicate data, quantitative analysis, graph, uncertainty and recommendation.",What is the response variable? How much variation is present? Does the evidence support the hypothesis? What decision follows?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-310,JSS 1-3,Hibiscus,Calyx,Investigation Challenge,"Test a hypothesis about investigation challenge in hibiscus, quantify variation or change, and evaluate implications for ingredient quality or handling.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define hypothesis and variables; label replicates; collect traceable measurements; calculate a summary/effect; graph where useful; identify uncertainty; recommend a handling or quality decision.,"Hypothesis, protocol, replicate data, quantitative analysis, graph, uncertainty and recommendation.",What is the response variable? How much variation is present? Does the evidence support the hypothesis? What decision follows?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-311,JSS 1-3,Ginger,Rhizome,Identity & Plant Part,"Test a hypothesis about identity & plant part in ginger, quantify variation or change, and evaluate implications for ingredient quality or handling.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define hypothesis and variables; label replicates; collect traceable measurements; calculate a summary/effect; graph where useful; identify uncertainty; recommend a handling or quality decision.,"Hypothesis, protocol, replicate data, quantitative analysis, graph, uncertainty and recommendation.",What is the response variable? How much variation is present? Does the evidence support the hypothesis? What decision follows?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-312,JSS 1-3,Ginger,Rhizome,External Structure,"Test a hypothesis about external structure in ginger, quantify variation or change, and evaluate implications for ingredient quality or handling.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.",Define hypothesis and variables; label replicates; collect traceable measurements; calculate a summary/effect; graph where useful; identify uncertainty; recommend a handling or quality decision.,"Hypothesis, protocol, replicate data, quantitative analysis, graph, uncertainty and recommendation.",What is the response variable? How much variation is present? Does the evidence support the hypothesis? What decision follows?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
