id,level,garden,mission_no,title,mission,materials,evidence,success,safety,agrishine
GM-266,Primary 4-6,Vertical Garden,6,EVIDENCE MISSION: GRAPH,"Investigate multi-level production. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","ruler, level map, plants","growth, light, moisture or footprint evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Keep structure stable. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Vertical Garden based on your measurements.
GM-267,Primary 4-6,Vertical Garden,7,DIAGNOSE THE SYSTEM,"Investigate multi-level production. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","ruler, level map, plants","growth, light, moisture or footprint evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Keep structure stable. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Vertical Garden based on your measurements.
GM-268,Primary 4-6,Vertical Garden,8,VERTICAL INVESTIGATION,"Investigate multi-level production. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","ruler, level map, plants","growth, light, moisture or footprint evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Keep structure stable. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Vertical Garden based on your measurements.
GM-269,Primary 4-6,Vertical Garden,9,EVIDENCE MISSION: IMPROVE,"Investigate multi-level production. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","ruler, level map, plants","growth, light, moisture or footprint evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Keep structure stable. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Vertical Garden based on your measurements.
GM-270,Primary 4-6,Vertical Garden,10,RECOMMEND THE SYSTEM,"Investigate multi-level production. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","ruler, level map, plants","growth, light, moisture or footprint evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Keep structure stable. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Vertical Garden based on your measurements.
GM-271,Primary 4-6,Crop Rotation Garden,1,QUESTION THE SYSTEM,"Investigate rotation planning and soil-cover logic. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","bed history, crop-family records","family sequence, interval or cover evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Document prior crops correctly. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Crop Rotation Garden based on your measurements.
GM-272,Primary 4-6,Crop Rotation Garden,2,CROP INVESTIGATION,"Investigate rotation planning and soil-cover logic. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","bed history, crop-family records","family sequence, interval or cover evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Document prior crops correctly. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Crop Rotation Garden based on your measurements.
GM-273,Primary 4-6,Crop Rotation Garden,3,EVIDENCE MISSION: TEST,"Investigate rotation planning and soil-cover logic. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","bed history, crop-family records","family sequence, interval or cover evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Document prior crops correctly. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Crop Rotation Garden based on your measurements.
GM-274,Primary 4-6,Crop Rotation Garden,4,SAMPLE THE SYSTEM,"Investigate rotation planning and soil-cover logic. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","bed history, crop-family records","family sequence, interval or cover evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Document prior crops correctly. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Crop Rotation Garden based on your measurements.
GM-275,Primary 4-6,Crop Rotation Garden,5,CROP INVESTIGATION,"Investigate rotation planning and soil-cover logic. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","bed history, crop-family records","family sequence, interval or cover evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Document prior crops correctly. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Crop Rotation Garden based on your measurements.
GM-276,Primary 4-6,Crop Rotation Garden,6,EVIDENCE MISSION: GRAPH,"Investigate rotation planning and soil-cover logic. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","bed history, crop-family records","family sequence, interval or cover evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Document prior crops correctly. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Crop Rotation Garden based on your measurements.
GM-277,Primary 4-6,Crop Rotation Garden,7,DIAGNOSE THE SYSTEM,"Investigate rotation planning and soil-cover logic. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","bed history, crop-family records","family sequence, interval or cover evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Document prior crops correctly. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Crop Rotation Garden based on your measurements.
GM-278,Primary 4-6,Crop Rotation Garden,8,CROP INVESTIGATION,"Investigate rotation planning and soil-cover logic. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","bed history, crop-family records","family sequence, interval or cover evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Document prior crops correctly. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Crop Rotation Garden based on your measurements.
GM-279,Primary 4-6,Crop Rotation Garden,9,EVIDENCE MISSION: IMPROVE,"Investigate rotation planning and soil-cover logic. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","bed history, crop-family records","family sequence, interval or cover evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Document prior crops correctly. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Crop Rotation Garden based on your measurements.
GM-280,Primary 4-6,Crop Rotation Garden,10,RECOMMEND THE SYSTEM,"Investigate rotation planning and soil-cover logic. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","bed history, crop-family records","family sequence, interval or cover evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Document prior crops correctly. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Crop Rotation Garden based on your measurements.
GM-281,Primary 4-6,Water-Smart Garden,1,QUESTION THE SYSTEM,"Investigate water movement and productivity. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","measuring container, timer, ruler","infiltration, applied water, runoff or productivity evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Avoid slippery wet areas. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Water-Smart Garden based on your measurements.
GM-282,Primary 4-6,Water-Smart Garden,2,WATER-SMART INVESTIGATION,"Investigate water movement and productivity. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","measuring container, timer, ruler","infiltration, applied water, runoff or productivity evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Avoid slippery wet areas. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Water-Smart Garden based on your measurements.
GM-283,Primary 4-6,Water-Smart Garden,3,EVIDENCE MISSION: TEST,"Investigate water movement and productivity. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","measuring container, timer, ruler","infiltration, applied water, runoff or productivity evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Avoid slippery wet areas. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Water-Smart Garden based on your measurements.
GM-284,Primary 4-6,Water-Smart Garden,4,SAMPLE THE SYSTEM,"Investigate water movement and productivity. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","measuring container, timer, ruler","infiltration, applied water, runoff or productivity evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Avoid slippery wet areas. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Water-Smart Garden based on your measurements.
GM-285,Primary 4-6,Water-Smart Garden,5,WATER-SMART INVESTIGATION,"Investigate water movement and productivity. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","measuring container, timer, ruler","infiltration, applied water, runoff or productivity evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Avoid slippery wet areas. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Water-Smart Garden based on your measurements.
GM-286,Primary 4-6,Water-Smart Garden,6,EVIDENCE MISSION: GRAPH,"Investigate water movement and productivity. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","measuring container, timer, ruler","infiltration, applied water, runoff or productivity evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Avoid slippery wet areas. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Water-Smart Garden based on your measurements.
GM-287,Primary 4-6,Water-Smart Garden,7,DIAGNOSE THE SYSTEM,"Investigate water movement and productivity. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","measuring container, timer, ruler","infiltration, applied water, runoff or productivity evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Avoid slippery wet areas. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Water-Smart Garden based on your measurements.
GM-288,Primary 4-6,Water-Smart Garden,8,WATER-SMART INVESTIGATION,"Investigate water movement and productivity. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","measuring container, timer, ruler","infiltration, applied water, runoff or productivity evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Avoid slippery wet areas. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Water-Smart Garden based on your measurements.
GM-289,Primary 4-6,Water-Smart Garden,9,EVIDENCE MISSION: IMPROVE,"Investigate water movement and productivity. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","measuring container, timer, ruler","infiltration, applied water, runoff or productivity evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Avoid slippery wet areas. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Water-Smart Garden based on your measurements.
GM-290,Primary 4-6,Water-Smart Garden,10,RECOMMEND THE SYSTEM,"Investigate water movement and productivity. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","measuring container, timer, ruler","infiltration, applied water, runoff or productivity evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Avoid slippery wet areas. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Water-Smart Garden based on your measurements.
GM-291,Primary 4-6,Intro Soilless Garden,1,QUESTION THE SYSTEM,"Investigate introductory soilless production. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","reservoir/system map, approved meter","flow, pH, EC or root-zone evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Do not taste or touch nutrient solution. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Intro Soilless Garden based on your measurements.
GM-292,Primary 4-6,Intro Soilless Garden,2,INTRO INVESTIGATION,"Investigate introductory soilless production. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","reservoir/system map, approved meter","flow, pH, EC or root-zone evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Do not taste or touch nutrient solution. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Intro Soilless Garden based on your measurements.
GM-293,Primary 4-6,Intro Soilless Garden,3,EVIDENCE MISSION: TEST,"Investigate introductory soilless production. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","reservoir/system map, approved meter","flow, pH, EC or root-zone evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Do not taste or touch nutrient solution. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Intro Soilless Garden based on your measurements.
GM-294,Primary 4-6,Intro Soilless Garden,4,SAMPLE THE SYSTEM,"Investigate introductory soilless production. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","reservoir/system map, approved meter","flow, pH, EC or root-zone evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Do not taste or touch nutrient solution. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Intro Soilless Garden based on your measurements.
GM-295,Primary 4-6,Intro Soilless Garden,5,INTRO INVESTIGATION,"Investigate introductory soilless production. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","reservoir/system map, approved meter","flow, pH, EC or root-zone evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Do not taste or touch nutrient solution. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Intro Soilless Garden based on your measurements.
GM-296,Primary 4-6,Intro Soilless Garden,6,EVIDENCE MISSION: GRAPH,"Investigate introductory soilless production. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","reservoir/system map, approved meter","flow, pH, EC or root-zone evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Do not taste or touch nutrient solution. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Intro Soilless Garden based on your measurements.
GM-297,Primary 4-6,Intro Soilless Garden,7,DIAGNOSE THE SYSTEM,"Investigate introductory soilless production. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","reservoir/system map, approved meter","flow, pH, EC or root-zone evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Do not taste or touch nutrient solution. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Intro Soilless Garden based on your measurements.
GM-298,Primary 4-6,Intro Soilless Garden,8,INTRO INVESTIGATION,"Investigate introductory soilless production. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","reservoir/system map, approved meter","flow, pH, EC or root-zone evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Do not taste or touch nutrient solution. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Intro Soilless Garden based on your measurements.
GM-299,Primary 4-6,Intro Soilless Garden,9,EVIDENCE MISSION: IMPROVE,"Investigate introductory soilless production. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","reservoir/system map, approved meter","flow, pH, EC or root-zone evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Do not taste or touch nutrient solution. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Intro Soilless Garden based on your measurements.
GM-300,Primary 4-6,Intro Soilless Garden,10,RECOMMEND THE SYSTEM,"Investigate introductory soilless production. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","reservoir/system map, approved meter","flow, pH, EC or root-zone evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Do not taste or touch nutrient solution. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Intro Soilless Garden based on your measurements.
GM-301,JSS 1-3,Production Garden,1,DEFINE & TEST,Use scientific investigation to define a question about crop production performance. Quantify the response and defend a recommendation.,"plot records, measuring tools","establishment, growth, yield or input-use evidence","Variables and units are defined, evidence is traceable, analysis is appropriate, and the recommendation states uncertainty.",Follow field-tool safety. Follow teacher instructions and school garden safety rules.,"Translate the result into one management decision for the Production Garden, including the evidence that triggers the decision."
GM-302,JSS 1-3,Production Garden,2,PRODUCTION SCIENCE MISSION,Use scientific investigation to hypothesize a question about crop production performance. Quantify the response and defend a recommendation.,"plot records, measuring tools","establishment, growth, yield or input-use evidence","Variables and units are defined, evidence is traceable, analysis is appropriate, and the recommendation states uncertainty.",Follow field-tool safety. Follow teacher instructions and school garden safety rules.,"Translate the result into one management decision for the Production Garden, including the evidence that triggers the decision."
GM-303,JSS 1-3,Production Garden,3,DESIGN THE EVIDENCE,Use scientific investigation to design a question about crop production performance. Quantify the response and defend a recommendation.,"plot records, measuring tools","establishment, growth, yield or input-use evidence","Variables and units are defined, evidence is traceable, analysis is appropriate, and the recommendation states uncertainty.",Follow field-tool safety. Follow teacher instructions and school garden safety rules.,"Translate the result into one management decision for the Production Garden, including the evidence that triggers the decision."
GM-304,JSS 1-3,Production Garden,4,REPLICATE & TEST,Use scientific investigation to replicate a question about crop production performance. Quantify the response and defend a recommendation.,"plot records, measuring tools","establishment, growth, yield or input-use evidence","Variables and units are defined, evidence is traceable, analysis is appropriate, and the recommendation states uncertainty.",Follow field-tool safety. Follow teacher instructions and school garden safety rules.,"Translate the result into one management decision for the Production Garden, including the evidence that triggers the decision."
GM-305,JSS 1-3,Production Garden,5,PRODUCTION SCIENCE MISSION,Use scientific investigation to quantify a question about crop production performance. Quantify the response and defend a recommendation.,"plot records, measuring tools","establishment, growth, yield or input-use evidence","Variables and units are defined, evidence is traceable, analysis is appropriate, and the recommendation states uncertainty.",Follow field-tool safety. Follow teacher instructions and school garden safety rules.,"Translate the result into one management decision for the Production Garden, including the evidence that triggers the decision."
GM-306,JSS 1-3,Production Garden,6,ANALYZE THE EVIDENCE,Use scientific investigation to analyze a question about crop production performance. Quantify the response and defend a recommendation.,"plot records, measuring tools","establishment, growth, yield or input-use evidence","Variables and units are defined, evidence is traceable, analysis is appropriate, and the recommendation states uncertainty.",Follow field-tool safety. Follow teacher instructions and school garden safety rules.,"Translate the result into one management decision for the Production Garden, including the evidence that triggers the decision."
GM-307,JSS 1-3,Production Garden,7,DIAGNOSE & TEST,Use scientific investigation to diagnose a question about crop production performance. Quantify the response and defend a recommendation.,"plot records, measuring tools","establishment, growth, yield or input-use evidence","Variables and units are defined, evidence is traceable, analysis is appropriate, and the recommendation states uncertainty.",Follow field-tool safety. Follow teacher instructions and school garden safety rules.,"Translate the result into one management decision for the Production Garden, including the evidence that triggers the decision."
GM-308,JSS 1-3,Production Garden,8,PRODUCTION SCIENCE MISSION,Use scientific investigation to model a question about crop production performance. Quantify the response and defend a recommendation.,"plot records, measuring tools","establishment, growth, yield or input-use evidence","Variables and units are defined, evidence is traceable, analysis is appropriate, and the recommendation states uncertainty.",Follow field-tool safety. Follow teacher instructions and school garden safety rules.,"Translate the result into one management decision for the Production Garden, including the evidence that triggers the decision."
GM-309,JSS 1-3,Production Garden,9,EVALUATE THE EVIDENCE,Use scientific investigation to evaluate a question about crop production performance. Quantify the response and defend a recommendation.,"plot records, measuring tools","establishment, growth, yield or input-use evidence","Variables and units are defined, evidence is traceable, analysis is appropriate, and the recommendation states uncertainty.",Follow field-tool safety. Follow teacher instructions and school garden safety rules.,"Translate the result into one management decision for the Production Garden, including the evidence that triggers the decision."
GM-310,JSS 1-3,Production Garden,10,RECOMMEND & TEST,Use scientific investigation to recommend a question about crop production performance. Quantify the response and defend a recommendation.,"plot records, measuring tools","establishment, growth, yield or input-use evidence","Variables and units are defined, evidence is traceable, analysis is appropriate, and the recommendation states uncertainty.",Follow field-tool safety. Follow teacher instructions and school garden safety rules.,"Translate the result into one management decision for the Production Garden, including the evidence that triggers the decision."
GM-311,JSS 1-3,Raised Systems Garden,1,DEFINE & TEST,Use scientific investigation to define a question about raised-bed system performance. Quantify the response and defend a recommendation.,"bed, ruler, moisture method","volume, moisture, infiltration or productivity evidence","Variables and units are defined, evidence is traceable, analysis is appropriate, and the recommendation states uncertainty.",Protect bed structure. Follow teacher instructions and school garden safety rules.,"Translate the result into one management decision for the Raised Systems Garden, including the evidence that triggers the decision."
GM-312,JSS 1-3,Raised Systems Garden,2,RAISED SCIENCE MISSION,Use scientific investigation to hypothesize a question about raised-bed system performance. Quantify the response and defend a recommendation.,"bed, ruler, moisture method","volume, moisture, infiltration or productivity evidence","Variables and units are defined, evidence is traceable, analysis is appropriate, and the recommendation states uncertainty.",Protect bed structure. Follow teacher instructions and school garden safety rules.,"Translate the result into one management decision for the Raised Systems Garden, including the evidence that triggers the decision."
GM-313,JSS 1-3,Raised Systems Garden,3,DESIGN THE EVIDENCE,Use scientific investigation to design a question about raised-bed system performance. Quantify the response and defend a recommendation.,"bed, ruler, moisture method","volume, moisture, infiltration or productivity evidence","Variables and units are defined, evidence is traceable, analysis is appropriate, and the recommendation states uncertainty.",Protect bed structure. Follow teacher instructions and school garden safety rules.,"Translate the result into one management decision for the Raised Systems Garden, including the evidence that triggers the decision."
GM-314,JSS 1-3,Raised Systems Garden,4,REPLICATE & TEST,Use scientific investigation to replicate a question about raised-bed system performance. Quantify the response and defend a recommendation.,"bed, ruler, moisture method","volume, moisture, infiltration or productivity evidence","Variables and units are defined, evidence is traceable, analysis is appropriate, and the recommendation states uncertainty.",Protect bed structure. Follow teacher instructions and school garden safety rules.,"Translate the result into one management decision for the Raised Systems Garden, including the evidence that triggers the decision."
GM-315,JSS 1-3,Raised Systems Garden,5,RAISED SCIENCE MISSION,Use scientific investigation to quantify a question about raised-bed system performance. Quantify the response and defend a recommendation.,"bed, ruler, moisture method","volume, moisture, infiltration or productivity evidence","Variables and units are defined, evidence is traceable, analysis is appropriate, and the recommendation states uncertainty.",Protect bed structure. Follow teacher instructions and school garden safety rules.,"Translate the result into one management decision for the Raised Systems Garden, including the evidence that triggers the decision."
GM-316,JSS 1-3,Raised Systems Garden,6,ANALYZE THE EVIDENCE,Use scientific investigation to analyze a question about raised-bed system performance. Quantify the response and defend a recommendation.,"bed, ruler, moisture method","volume, moisture, infiltration or productivity evidence","Variables and units are defined, evidence is traceable, analysis is appropriate, and the recommendation states uncertainty.",Protect bed structure. Follow teacher instructions and school garden safety rules.,"Translate the result into one management decision for the Raised Systems Garden, including the evidence that triggers the decision."
GM-317,JSS 1-3,Raised Systems Garden,7,DIAGNOSE & TEST,Use scientific investigation to diagnose a question about raised-bed system performance. Quantify the response and defend a recommendation.,"bed, ruler, moisture method","volume, moisture, infiltration or productivity evidence","Variables and units are defined, evidence is traceable, analysis is appropriate, and the recommendation states uncertainty.",Protect bed structure. Follow teacher instructions and school garden safety rules.,"Translate the result into one management decision for the Raised Systems Garden, including the evidence that triggers the decision."
GM-318,JSS 1-3,Raised Systems Garden,8,RAISED SCIENCE MISSION,Use scientific investigation to model a question about raised-bed system performance. Quantify the response and defend a recommendation.,"bed, ruler, moisture method","volume, moisture, infiltration or productivity evidence","Variables and units are defined, evidence is traceable, analysis is appropriate, and the recommendation states uncertainty.",Protect bed structure. Follow teacher instructions and school garden safety rules.,"Translate the result into one management decision for the Raised Systems Garden, including the evidence that triggers the decision."
GM-319,JSS 1-3,Raised Systems Garden,9,EVALUATE THE EVIDENCE,Use scientific investigation to evaluate a question about raised-bed system performance. Quantify the response and defend a recommendation.,"bed, ruler, moisture method","volume, moisture, infiltration or productivity evidence","Variables and units are defined, evidence is traceable, analysis is appropriate, and the recommendation states uncertainty.",Protect bed structure. Follow teacher instructions and school garden safety rules.,"Translate the result into one management decision for the Raised Systems Garden, including the evidence that triggers the decision."
GM-320,JSS 1-3,Raised Systems Garden,10,RECOMMEND & TEST,Use scientific investigation to recommend a question about raised-bed system performance. Quantify the response and defend a recommendation.,"bed, ruler, moisture method","volume, moisture, infiltration or productivity evidence","Variables and units are defined, evidence is traceable, analysis is appropriate, and the recommendation states uncertainty.",Protect bed structure. Follow teacher instructions and school garden safety rules.,"Translate the result into one management decision for the Raised Systems Garden, including the evidence that triggers the decision."
GM-321,JSS 1-3,Grid Experiment Garden,1,DEFINE & TEST,Use scientific investigation to define a question about controlled garden comparisons. Quantify the response and defend a recommendation.,"grid labels, ruler, data sheet",treatment/control response,"Variables and units are defined, evidence is traceable, analysis is appropriate, and the recommendation states uncertainty.",Keep treatments identifiable. Follow teacher instructions and school garden safety rules.,"Translate the result into one management decision for the Grid Experiment Garden, including the evidence that triggers the decision."
GM-322,JSS 1-3,Grid Experiment Garden,2,GRID SCIENCE MISSION,Use scientific investigation to hypothesize a question about controlled garden comparisons. Quantify the response and defend a recommendation.,"grid labels, ruler, data sheet",treatment/control response,"Variables and units are defined, evidence is traceable, analysis is appropriate, and the recommendation states uncertainty.",Keep treatments identifiable. Follow teacher instructions and school garden safety rules.,"Translate the result into one management decision for the Grid Experiment Garden, including the evidence that triggers the decision."
GM-323,JSS 1-3,Grid Experiment Garden,3,DESIGN THE EVIDENCE,Use scientific investigation to design a question about controlled garden comparisons. Quantify the response and defend a recommendation.,"grid labels, ruler, data sheet",treatment/control response,"Variables and units are defined, evidence is traceable, analysis is appropriate, and the recommendation states uncertainty.",Keep treatments identifiable. Follow teacher instructions and school garden safety rules.,"Translate the result into one management decision for the Grid Experiment Garden, including the evidence that triggers the decision."
GM-324,JSS 1-3,Grid Experiment Garden,4,REPLICATE & TEST,Use scientific investigation to replicate a question about controlled garden comparisons. Quantify the response and defend a recommendation.,"grid labels, ruler, data sheet",treatment/control response,"Variables and units are defined, evidence is traceable, analysis is appropriate, and the recommendation states uncertainty.",Keep treatments identifiable. Follow teacher instructions and school garden safety rules.,"Translate the result into one management decision for the Grid Experiment Garden, including the evidence that triggers the decision."
GM-325,JSS 1-3,Grid Experiment Garden,5,GRID SCIENCE MISSION,Use scientific investigation to quantify a question about controlled garden comparisons. Quantify the response and defend a recommendation.,"grid labels, ruler, data sheet",treatment/control response,"Variables and units are defined, evidence is traceable, analysis is appropriate, and the recommendation states uncertainty.",Keep treatments identifiable. Follow teacher instructions and school garden safety rules.,"Translate the result into one management decision for the Grid Experiment Garden, including the evidence that triggers the decision."
GM-326,JSS 1-3,Grid Experiment Garden,6,ANALYZE THE EVIDENCE,Use scientific investigation to analyze a question about controlled garden comparisons. Quantify the response and defend a recommendation.,"grid labels, ruler, data sheet",treatment/control response,"Variables and units are defined, evidence is traceable, analysis is appropriate, and the recommendation states uncertainty.",Keep treatments identifiable. Follow teacher instructions and school garden safety rules.,"Translate the result into one management decision for the Grid Experiment Garden, including the evidence that triggers the decision."
GM-327,JSS 1-3,Grid Experiment Garden,7,DIAGNOSE & TEST,Use scientific investigation to diagnose a question about controlled garden comparisons. Quantify the response and defend a recommendation.,"grid labels, ruler, data sheet",treatment/control response,"Variables and units are defined, evidence is traceable, analysis is appropriate, and the recommendation states uncertainty.",Keep treatments identifiable. Follow teacher instructions and school garden safety rules.,"Translate the result into one management decision for the Grid Experiment Garden, including the evidence that triggers the decision."
GM-328,JSS 1-3,Grid Experiment Garden,8,GRID SCIENCE MISSION,Use scientific investigation to model a question about controlled garden comparisons. Quantify the response and defend a recommendation.,"grid labels, ruler, data sheet",treatment/control response,"Variables and units are defined, evidence is traceable, analysis is appropriate, and the recommendation states uncertainty.",Keep treatments identifiable. Follow teacher instructions and school garden safety rules.,"Translate the result into one management decision for the Grid Experiment Garden, including the evidence that triggers the decision."
GM-329,JSS 1-3,Grid Experiment Garden,9,EVALUATE THE EVIDENCE,Use scientific investigation to evaluate a question about controlled garden comparisons. Quantify the response and defend a recommendation.,"grid labels, ruler, data sheet",treatment/control response,"Variables and units are defined, evidence is traceable, analysis is appropriate, and the recommendation states uncertainty.",Keep treatments identifiable. Follow teacher instructions and school garden safety rules.,"Translate the result into one management decision for the Grid Experiment Garden, including the evidence that triggers the decision."
GM-330,JSS 1-3,Grid Experiment Garden,10,RECOMMEND & TEST,Use scientific investigation to recommend a question about controlled garden comparisons. Quantify the response and defend a recommendation.,"grid labels, ruler, data sheet",treatment/control response,"Variables and units are defined, evidence is traceable, analysis is appropriate, and the recommendation states uncertainty.",Keep treatments identifiable. Follow teacher instructions and school garden safety rules.,"Translate the result into one management decision for the Grid Experiment Garden, including the evidence that triggers the decision."
GM-331,JSS 1-3,Crop Rotation Garden,1,DEFINE & TEST,Use scientific investigation to define a question about rotation planning and soil-cover logic. Quantify the response and defend a recommendation.,"bed history, crop-family records","family sequence, interval or cover evidence","Variables and units are defined, evidence is traceable, analysis is appropriate, and the recommendation states uncertainty.",Document prior crops correctly. Follow teacher instructions and school garden safety rules.,"Translate the result into one management decision for the Crop Rotation Garden, including the evidence that triggers the decision."
