id,level,garden,verb,setup,demo,ask,observe,check,close
TD-303,JSS 1-3,Production Garden,Test,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for establishment, growth and yield. Assign sample/instrument IDs.","Demonstrate how to test according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-304,JSS 1-3,Production Garden,Replicate,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for establishment, growth and yield. Assign sample/instrument IDs.","Demonstrate how to replicate according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-305,JSS 1-3,Production Garden,Measure,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for establishment, growth and yield. Assign sample/instrument IDs.","Demonstrate how to measure according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-306,JSS 1-3,Production Garden,Quantify,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for establishment, growth and yield. Assign sample/instrument IDs.","Demonstrate how to quantify according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-307,JSS 1-3,Production Garden,Analyze,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for establishment, growth and yield. Assign sample/instrument IDs.","Demonstrate how to analyze according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-308,JSS 1-3,Production Garden,Diagnose,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for establishment, growth and yield. Assign sample/instrument IDs.","Demonstrate how to diagnose according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-309,JSS 1-3,Production Garden,Manage,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for establishment, growth and yield. Assign sample/instrument IDs.","Demonstrate how to manage according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-310,JSS 1-3,Production Garden,Recommend,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for establishment, growth and yield. Assign sample/instrument IDs.","Demonstrate how to recommend according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-311,JSS 1-3,Raised Systems Garden,Question,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for raised-system performance. Assign sample/instrument IDs.","Demonstrate how to question according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-312,JSS 1-3,Raised Systems Garden,Hypothesize,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for raised-system performance. Assign sample/instrument IDs.","Demonstrate how to hypothesize according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-313,JSS 1-3,Raised Systems Garden,Test,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for raised-system performance. Assign sample/instrument IDs.","Demonstrate how to test according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-314,JSS 1-3,Raised Systems Garden,Replicate,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for raised-system performance. Assign sample/instrument IDs.","Demonstrate how to replicate according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-315,JSS 1-3,Raised Systems Garden,Measure,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for raised-system performance. Assign sample/instrument IDs.","Demonstrate how to measure according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-316,JSS 1-3,Raised Systems Garden,Quantify,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for raised-system performance. Assign sample/instrument IDs.","Demonstrate how to quantify according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-317,JSS 1-3,Raised Systems Garden,Analyze,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for raised-system performance. Assign sample/instrument IDs.","Demonstrate how to analyze according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-318,JSS 1-3,Raised Systems Garden,Diagnose,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for raised-system performance. Assign sample/instrument IDs.","Demonstrate how to diagnose according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-319,JSS 1-3,Raised Systems Garden,Manage,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for raised-system performance. Assign sample/instrument IDs.","Demonstrate how to manage according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-320,JSS 1-3,Raised Systems Garden,Recommend,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for raised-system performance. Assign sample/instrument IDs.","Demonstrate how to recommend according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-321,JSS 1-3,Grid Experiment Garden,Question,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for treatments, controls and fair comparisons. Assign sample/instrument IDs.","Demonstrate how to question according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-322,JSS 1-3,Grid Experiment Garden,Hypothesize,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for treatments, controls and fair comparisons. Assign sample/instrument IDs.","Demonstrate how to hypothesize according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-323,JSS 1-3,Grid Experiment Garden,Test,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for treatments, controls and fair comparisons. Assign sample/instrument IDs.","Demonstrate how to test according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-324,JSS 1-3,Grid Experiment Garden,Replicate,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for treatments, controls and fair comparisons. Assign sample/instrument IDs.","Demonstrate how to replicate according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-325,JSS 1-3,Grid Experiment Garden,Measure,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for treatments, controls and fair comparisons. Assign sample/instrument IDs.","Demonstrate how to measure according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-326,JSS 1-3,Grid Experiment Garden,Quantify,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for treatments, controls and fair comparisons. Assign sample/instrument IDs.","Demonstrate how to quantify according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-327,JSS 1-3,Grid Experiment Garden,Analyze,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for treatments, controls and fair comparisons. Assign sample/instrument IDs.","Demonstrate how to analyze according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-328,JSS 1-3,Grid Experiment Garden,Diagnose,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for treatments, controls and fair comparisons. Assign sample/instrument IDs.","Demonstrate how to diagnose according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-329,JSS 1-3,Grid Experiment Garden,Manage,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for treatments, controls and fair comparisons. Assign sample/instrument IDs.","Demonstrate how to manage according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-330,JSS 1-3,Grid Experiment Garden,Recommend,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for treatments, controls and fair comparisons. Assign sample/instrument IDs.","Demonstrate how to recommend according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-331,JSS 1-3,Crop Rotation Garden,Question,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for crop-family sequence. Assign sample/instrument IDs.","Demonstrate how to question according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-332,JSS 1-3,Crop Rotation Garden,Hypothesize,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for crop-family sequence. Assign sample/instrument IDs.","Demonstrate how to hypothesize according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-333,JSS 1-3,Crop Rotation Garden,Test,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for crop-family sequence. Assign sample/instrument IDs.","Demonstrate how to test according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-334,JSS 1-3,Crop Rotation Garden,Replicate,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for crop-family sequence. Assign sample/instrument IDs.","Demonstrate how to replicate according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-335,JSS 1-3,Crop Rotation Garden,Measure,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for crop-family sequence. Assign sample/instrument IDs.","Demonstrate how to measure according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-336,JSS 1-3,Crop Rotation Garden,Quantify,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for crop-family sequence. Assign sample/instrument IDs.","Demonstrate how to quantify according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-337,JSS 1-3,Crop Rotation Garden,Analyze,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for crop-family sequence. Assign sample/instrument IDs.","Demonstrate how to analyze according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-338,JSS 1-3,Crop Rotation Garden,Diagnose,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for crop-family sequence. Assign sample/instrument IDs.","Demonstrate how to diagnose according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-339,JSS 1-3,Crop Rotation Garden,Manage,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for crop-family sequence. Assign sample/instrument IDs.","Demonstrate how to manage according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-340,JSS 1-3,Crop Rotation Garden,Recommend,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for crop-family sequence. Assign sample/instrument IDs.","Demonstrate how to recommend according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-341,JSS 1-3,Intercropping Garden,Question,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for component crops and land-use efficiency. Assign sample/instrument IDs.","Demonstrate how to question according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-342,JSS 1-3,Intercropping Garden,Hypothesize,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for component crops and land-use efficiency. Assign sample/instrument IDs.","Demonstrate how to hypothesize according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-343,JSS 1-3,Intercropping Garden,Test,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for component crops and land-use efficiency. Assign sample/instrument IDs.","Demonstrate how to test according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-344,JSS 1-3,Intercropping Garden,Replicate,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for component crops and land-use efficiency. Assign sample/instrument IDs.","Demonstrate how to replicate according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-345,JSS 1-3,Intercropping Garden,Measure,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for component crops and land-use efficiency. Assign sample/instrument IDs.","Demonstrate how to measure according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-346,JSS 1-3,Intercropping Garden,Quantify,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for component crops and land-use efficiency. Assign sample/instrument IDs.","Demonstrate how to quantify according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-347,JSS 1-3,Intercropping Garden,Analyze,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for component crops and land-use efficiency. Assign sample/instrument IDs.","Demonstrate how to analyze according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-348,JSS 1-3,Intercropping Garden,Diagnose,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for component crops and land-use efficiency. Assign sample/instrument IDs.","Demonstrate how to diagnose according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-349,JSS 1-3,Intercropping Garden,Manage,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for component crops and land-use efficiency. Assign sample/instrument IDs.","Demonstrate how to manage according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-350,JSS 1-3,Intercropping Garden,Recommend,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for component crops and land-use efficiency. Assign sample/instrument IDs.","Demonstrate how to recommend according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-351,JSS 1-3,Water-Smart Garden,Question,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for water movement and productivity. Assign sample/instrument IDs.","Demonstrate how to question according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-352,JSS 1-3,Water-Smart Garden,Hypothesize,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for water movement and productivity. Assign sample/instrument IDs.","Demonstrate how to hypothesize according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
TD-353,JSS 1-3,Water-Smart Garden,Test,"Prepare hypothesis, variables, treatment/comparison, replicates and QC for water movement and productivity. Assign sample/instrument IDs.","Demonstrate how to test according to protocol, including raw-data recording and one quality-control check.",What is the hypothesis? Which variable is the response? Why replicate? What is the effect? What uncertainty qualifies the conclusion?,"Check protocol fidelity, traceable raw data, units, replicate handling, analysis and scientific integrity.","Student quantifies the response, identifies variation/uncertainty and makes a qualified conclusion or management recommendation.","Review abnormal readings without deleting them, connect evidence to management, secure instruments and record follow-up."
