ID,Level,Term,Category,Definition,Example_or_Prompt,Garden_Link
NV-0285,Nursery N1-N3,Treatment Value,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment value at the Nursery N1-N3 level.",Teacher: 'Can you find or show treatment value in our garden?',Butterfly Garden
NV-0286,Nursery N1-N3,Treatment Change,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment change at the Nursery N1-N3 level.",Teacher: 'Can you find or show treatment change in our garden?',ReBottle Garden
NV-0287,Nursery N1-N3,Treatment Pattern,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment pattern at the Nursery N1-N3 level.",Teacher: 'Can you find or show treatment pattern in our garden?',MicroGrow Garden
NV-0288,Nursery N1-N3,Treatment Comparison,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment comparison at the Nursery N1-N3 level.",Teacher: 'Can you find or show treatment comparison in our garden?',Mini Table Garden
NV-0289,Nursery N1-N3,Treatment Distribution,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment distribution at the Nursery N1-N3 level.",Teacher: 'Can you find or show treatment distribution in our garden?',Sack Garden
NV-0290,Nursery N1-N3,Treatment Performance,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment performance at the Nursery N1-N3 level.",Teacher: 'Can you find or show treatment performance in our garden?',Discovery Garden
NV-0291,Nursery N1-N3,Treatment Quality,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment quality at the Nursery N1-N3 level.",Teacher: 'Can you find or show treatment quality in our garden?',Alphabet Garden
NV-0292,Nursery N1-N3,Treatment Status,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment status at the Nursery N1-N3 level.",Teacher: 'Can you find or show treatment status in our garden?',Number Garden
NV-0293,Nursery N1-N3,Treatment Management,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment management at the Nursery N1-N3 level.",Teacher: 'Can you find or show treatment management in our garden?',Geometry Garden
NV-0294,Nursery N1-N3,Treatment Requirement,Engineering & Decision,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment requirement at the Nursery N1-N3 level.",Teacher: 'Can you find or show treatment requirement in our garden?',Leaf Garden
NV-0295,Nursery N1-N3,Treatment Limit,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment limit at the Nursery N1-N3 level.",Teacher: 'Can you find or show treatment limit in our garden?',Butterfly Garden
NV-0296,Nursery N1-N3,Treatment Target,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment target at the Nursery N1-N3 level.",Teacher: 'Can you find or show treatment target in our garden?',ReBottle Garden
NV-0297,Nursery N1-N3,Treatment Threshold,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment threshold at the Nursery N1-N3 level.",Teacher: 'Can you find or show treatment threshold in our garden?',MicroGrow Garden
NV-0298,Nursery N1-N3,Treatment Efficiency,Garden Foundations,A performance measure comparing useful output with the resource or input used for treatment.,Teacher: 'Can you find or show treatment efficiency in our garden?',Mini Table Garden
NV-0299,Nursery N1-N3,Treatment Productivity,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment productivity at the Nursery N1-N3 level.",Teacher: 'Can you find or show treatment productivity in our garden?',Sack Garden
NV-0300,Nursery N1-N3,System Condition,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system condition at the Nursery N1-N3 level.",Teacher: 'Can you find or show system condition in our garden?',Discovery Garden
