ID,Level,Ingredient,Plant_Part,Theme,Objective,Materials,DIY,Method,Evidence,Questions,Safety
IL-275,Primary 4-6,Watermelon,Fruit,Mass & Size,"Investigate mass & size in watermelon using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-276,Primary 4-6,Watermelon,Fruit,Water/Change Observation,"Investigate water/change observation in watermelon using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-277,Primary 4-6,Watermelon,Fruit,Sorting & Quality,"Investigate sorting & quality in watermelon using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-278,Primary 4-6,Watermelon,Fruit,Post-Harvest Change,"Investigate post-harvest change in watermelon using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-279,Primary 4-6,Watermelon,Fruit,Ingredient-to-Food Pathway,"Investigate ingredient-to-food pathway in watermelon using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-280,Primary 4-6,Watermelon,Fruit,Investigation Challenge,"Investigate investigation challenge in watermelon using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-281,Primary 4-6,Tomato,Fruit,Identity & Plant Part,"Investigate identity & plant part in tomato using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-282,Primary 4-6,Tomato,Fruit,External Structure,"Investigate external structure in tomato using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-283,Primary 4-6,Tomato,Fruit,Internal Structure,"Investigate internal structure in tomato using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-284,Primary 4-6,Tomato,Fruit,Colour & Texture,"Investigate colour & texture in tomato using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-285,Primary 4-6,Tomato,Fruit,Mass & Size,"Investigate mass & size in tomato using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-286,Primary 4-6,Tomato,Fruit,Water/Change Observation,"Investigate water/change observation in tomato using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-287,Primary 4-6,Tomato,Fruit,Sorting & Quality,"Investigate sorting & quality in tomato using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-288,Primary 4-6,Tomato,Fruit,Post-Harvest Change,"Investigate post-harvest change in tomato using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-289,Primary 4-6,Tomato,Fruit,Ingredient-to-Food Pathway,"Investigate ingredient-to-food pathway in tomato using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-290,Primary 4-6,Tomato,Fruit,Investigation Challenge,"Investigate investigation challenge in tomato using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-291,Primary 4-6,Maize,Seed/Grain,Identity & Plant Part,"Investigate identity & plant part in maize using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-292,Primary 4-6,Maize,Seed/Grain,External Structure,"Investigate external structure in maize using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-293,Primary 4-6,Maize,Seed/Grain,Internal Structure,"Investigate internal structure in maize using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-294,Primary 4-6,Maize,Seed/Grain,Colour & Texture,"Investigate colour & texture in maize using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-295,Primary 4-6,Maize,Seed/Grain,Mass & Size,"Investigate mass & size in maize using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-296,Primary 4-6,Maize,Seed/Grain,Water/Change Observation,"Investigate water/change observation in maize using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-297,Primary 4-6,Maize,Seed/Grain,Sorting & Quality,"Investigate sorting & quality in maize using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-298,Primary 4-6,Maize,Seed/Grain,Post-Harvest Change,"Investigate post-harvest change in maize using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-299,Primary 4-6,Maize,Seed/Grain,Ingredient-to-Food Pathway,"Investigate ingredient-to-food pathway in maize using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
IL-300,Primary 4-6,Maize,Seed/Grain,Investigation Challenge,"Investigate investigation challenge in maize using a fair sampling method, quantitative evidence and an evidence-based explanation.","Clean ingredient samples or images, labels, observation sheet/journal, ruler and balance where appropriate, clean trays/containers, handwashing supplies.","Use locally available produce, paper labels, clean food-grade reused containers, handmade measuring grids and simple classroom balances where suitable.","Frame a question, select comparable samples, measure the relevant property, repeat observations, summarize the data and explain the pattern and one limitation.","Question, sample IDs, data table, calculation/graph, conclusion and limitation.",Is the comparison fair? What variable are you measuring? What pattern is supported by the data?,"No tasting is required. Use clean teacher-approved samples. Wash hands before and after handling. Teachers alone control knives, graters, heat, electrical equipment, chemicals and processing machinery. Do not conduct microbial culture or unsafe food-storage experiments."
