ID,Level,Term,Category,Definition,Example_or_Prompt,Garden_Link
JV-0451,JSS 1-3,treatment distribution,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment distribution at the JSS 1-3 level.","Use 'treatment distribution' correctly in an investigation method, data record, analysis or management explanation.",Production Garden
JV-0452,JSS 1-3,treatment performance,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment performance at the JSS 1-3 level.","Use 'treatment performance' correctly in an investigation method, data record, analysis or management explanation.",Raised Systems Garden
JV-0453,JSS 1-3,treatment quality,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment quality at the JSS 1-3 level.","Use 'treatment quality' correctly in an investigation method, data record, analysis or management explanation.",Grid Experiment Garden
JV-0454,JSS 1-3,treatment status,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment status at the JSS 1-3 level.","Use 'treatment status' correctly in an investigation method, data record, analysis or management explanation.",Crop Rotation Garden
JV-0455,JSS 1-3,treatment management,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment management at the JSS 1-3 level.","Use 'treatment management' correctly in an investigation method, data record, analysis or management explanation.",Intercropping Garden
JV-0456,JSS 1-3,treatment requirement,Engineering & Decision,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment requirement at the JSS 1-3 level.","Use 'treatment requirement' correctly in an investigation method, data record, analysis or management explanation.",Water-Smart Garden
JV-0457,JSS 1-3,treatment limit,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment limit at the JSS 1-3 level.","Use 'treatment limit' correctly in an investigation method, data record, analysis or management explanation.",Compost & Soil Garden
JV-0458,JSS 1-3,treatment target,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment target at the JSS 1-3 level.","Use 'treatment target' correctly in an investigation method, data record, analysis or management explanation.",Soilless Learning Garden
JV-0459,JSS 1-3,treatment threshold,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment threshold at the JSS 1-3 level.","Use 'treatment threshold' correctly in an investigation method, data record, analysis or management explanation.",Sensor-Ready Garden
JV-0460,JSS 1-3,treatment efficiency,Garden Foundations,A performance measure comparing useful output with the resource or input used for treatment.,"Use 'treatment efficiency' correctly in an investigation method, data record, analysis or management explanation.",Applied Systems Garden
JV-0461,JSS 1-3,treatment productivity,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage treatment productivity at the JSS 1-3 level.","Use 'treatment productivity' correctly in an investigation method, data record, analysis or management explanation.",Production Garden
JV-0462,JSS 1-3,system condition,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system condition at the JSS 1-3 level.","Use 'system condition' correctly in an investigation method, data record, analysis or management explanation.",Raised Systems Garden
JV-0463,JSS 1-3,system response,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system response at the JSS 1-3 level.","Use 'system response' correctly in an investigation method, data record, analysis or management explanation.",Grid Experiment Garden
JV-0464,JSS 1-3,system measurement,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system measurement at the JSS 1-3 level.","Use 'system measurement' correctly in an investigation method, data record, analysis or management explanation.",Crop Rotation Garden
JV-0465,JSS 1-3,system record,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system record at the JSS 1-3 level.","Use 'system record' correctly in an investigation method, data record, analysis or management explanation.",Intercropping Garden
JV-0466,JSS 1-3,system indicator,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system indicator at the JSS 1-3 level.","Use 'system indicator' correctly in an investigation method, data record, analysis or management explanation.",Water-Smart Garden
JV-0467,JSS 1-3,system value,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system value at the JSS 1-3 level.","Use 'system value' correctly in an investigation method, data record, analysis or management explanation.",Compost & Soil Garden
JV-0468,JSS 1-3,system change,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system change at the JSS 1-3 level.","Use 'system change' correctly in an investigation method, data record, analysis or management explanation.",Soilless Learning Garden
JV-0469,JSS 1-3,system pattern,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system pattern at the JSS 1-3 level.","Use 'system pattern' correctly in an investigation method, data record, analysis or management explanation.",Sensor-Ready Garden
JV-0470,JSS 1-3,system comparison,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system comparison at the JSS 1-3 level.","Use 'system comparison' correctly in an investigation method, data record, analysis or management explanation.",Applied Systems Garden
JV-0471,JSS 1-3,system distribution,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system distribution at the JSS 1-3 level.","Use 'system distribution' correctly in an investigation method, data record, analysis or management explanation.",Production Garden
JV-0472,JSS 1-3,system performance,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system performance at the JSS 1-3 level.","Use 'system performance' correctly in an investigation method, data record, analysis or management explanation.",Raised Systems Garden
JV-0473,JSS 1-3,system quality,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system quality at the JSS 1-3 level.","Use 'system quality' correctly in an investigation method, data record, analysis or management explanation.",Grid Experiment Garden
JV-0474,JSS 1-3,system status,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system status at the JSS 1-3 level.","Use 'system status' correctly in an investigation method, data record, analysis or management explanation.",Crop Rotation Garden
JV-0475,JSS 1-3,system management,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system management at the JSS 1-3 level.","Use 'system management' correctly in an investigation method, data record, analysis or management explanation.",Intercropping Garden
JV-0476,JSS 1-3,system requirement,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system requirement at the JSS 1-3 level.","Use 'system requirement' correctly in an investigation method, data record, analysis or management explanation.",Water-Smart Garden
JV-0477,JSS 1-3,system limit,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system limit at the JSS 1-3 level.","Use 'system limit' correctly in an investigation method, data record, analysis or management explanation.",Compost & Soil Garden
JV-0478,JSS 1-3,system target,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system target at the JSS 1-3 level.","Use 'system target' correctly in an investigation method, data record, analysis or management explanation.",Soilless Learning Garden
JV-0479,JSS 1-3,system threshold,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system threshold at the JSS 1-3 level.","Use 'system threshold' correctly in an investigation method, data record, analysis or management explanation.",Sensor-Ready Garden
JV-0480,JSS 1-3,system efficiency,Plant & Production,A performance measure comparing useful output with the resource or input used for system.,"Use 'system efficiency' correctly in an investigation method, data record, analysis or management explanation.",Applied Systems Garden
JV-0481,JSS 1-3,system productivity,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage system productivity at the JSS 1-3 level.","Use 'system productivity' correctly in an investigation method, data record, analysis or management explanation.",Production Garden
JV-0482,JSS 1-3,measured condition,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured condition at the JSS 1-3 level.","Use 'measured condition' correctly in an investigation method, data record, analysis or management explanation.",Raised Systems Garden
JV-0483,JSS 1-3,measured response,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured response at the JSS 1-3 level.","Use 'measured response' correctly in an investigation method, data record, analysis or management explanation.",Grid Experiment Garden
JV-0484,JSS 1-3,measured measurement,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured measurement at the JSS 1-3 level.","Use 'measured measurement' correctly in an investigation method, data record, analysis or management explanation.",Crop Rotation Garden
JV-0485,JSS 1-3,measured record,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured record at the JSS 1-3 level.","Use 'measured record' correctly in an investigation method, data record, analysis or management explanation.",Intercropping Garden
JV-0486,JSS 1-3,measured indicator,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured indicator at the JSS 1-3 level.","Use 'measured indicator' correctly in an investigation method, data record, analysis or management explanation.",Water-Smart Garden
JV-0487,JSS 1-3,measured value,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured value at the JSS 1-3 level.","Use 'measured value' correctly in an investigation method, data record, analysis or management explanation.",Compost & Soil Garden
JV-0488,JSS 1-3,measured change,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured change at the JSS 1-3 level.","Use 'measured change' correctly in an investigation method, data record, analysis or management explanation.",Soilless Learning Garden
JV-0489,JSS 1-3,measured pattern,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured pattern at the JSS 1-3 level.","Use 'measured pattern' correctly in an investigation method, data record, analysis or management explanation.",Sensor-Ready Garden
JV-0490,JSS 1-3,measured comparison,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured comparison at the JSS 1-3 level.","Use 'measured comparison' correctly in an investigation method, data record, analysis or management explanation.",Applied Systems Garden
JV-0491,JSS 1-3,measured distribution,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured distribution at the JSS 1-3 level.","Use 'measured distribution' correctly in an investigation method, data record, analysis or management explanation.",Production Garden
JV-0492,JSS 1-3,measured performance,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured performance at the JSS 1-3 level.","Use 'measured performance' correctly in an investigation method, data record, analysis or management explanation.",Raised Systems Garden
JV-0493,JSS 1-3,measured quality,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured quality at the JSS 1-3 level.","Use 'measured quality' correctly in an investigation method, data record, analysis or management explanation.",Grid Experiment Garden
JV-0494,JSS 1-3,measured status,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured status at the JSS 1-3 level.","Use 'measured status' correctly in an investigation method, data record, analysis or management explanation.",Crop Rotation Garden
JV-0495,JSS 1-3,measured management,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured management at the JSS 1-3 level.","Use 'measured management' correctly in an investigation method, data record, analysis or management explanation.",Intercropping Garden
JV-0496,JSS 1-3,measured requirement,Engineering & Decision,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured requirement at the JSS 1-3 level.","Use 'measured requirement' correctly in an investigation method, data record, analysis or management explanation.",Water-Smart Garden
JV-0497,JSS 1-3,measured limit,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured limit at the JSS 1-3 level.","Use 'measured limit' correctly in an investigation method, data record, analysis or management explanation.",Compost & Soil Garden
JV-0498,JSS 1-3,measured target,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured target at the JSS 1-3 level.","Use 'measured target' correctly in an investigation method, data record, analysis or management explanation.",Soilless Learning Garden
JV-0499,JSS 1-3,measured threshold,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured threshold at the JSS 1-3 level.","Use 'measured threshold' correctly in an investigation method, data record, analysis or management explanation.",Sensor-Ready Garden
JV-0500,JSS 1-3,measured efficiency,Garden Foundations,A performance measure comparing useful output with the resource or input used for measured.,"Use 'measured efficiency' correctly in an investigation method, data record, analysis or management explanation.",Applied Systems Garden
JV-0501,JSS 1-3,measured productivity,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage measured productivity at the JSS 1-3 level.","Use 'measured productivity' correctly in an investigation method, data record, analysis or management explanation.",Production Garden
JV-0502,JSS 1-3,observed condition,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed condition at the JSS 1-3 level.","Use 'observed condition' correctly in an investigation method, data record, analysis or management explanation.",Raised Systems Garden
JV-0503,JSS 1-3,observed response,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed response at the JSS 1-3 level.","Use 'observed response' correctly in an investigation method, data record, analysis or management explanation.",Grid Experiment Garden
JV-0504,JSS 1-3,observed measurement,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed measurement at the JSS 1-3 level.","Use 'observed measurement' correctly in an investigation method, data record, analysis or management explanation.",Crop Rotation Garden
JV-0505,JSS 1-3,observed record,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed record at the JSS 1-3 level.","Use 'observed record' correctly in an investigation method, data record, analysis or management explanation.",Intercropping Garden
JV-0506,JSS 1-3,observed indicator,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed indicator at the JSS 1-3 level.","Use 'observed indicator' correctly in an investigation method, data record, analysis or management explanation.",Water-Smart Garden
JV-0507,JSS 1-3,observed value,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed value at the JSS 1-3 level.","Use 'observed value' correctly in an investigation method, data record, analysis or management explanation.",Compost & Soil Garden
JV-0508,JSS 1-3,observed change,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed change at the JSS 1-3 level.","Use 'observed change' correctly in an investigation method, data record, analysis or management explanation.",Soilless Learning Garden
JV-0509,JSS 1-3,observed pattern,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed pattern at the JSS 1-3 level.","Use 'observed pattern' correctly in an investigation method, data record, analysis or management explanation.",Sensor-Ready Garden
JV-0510,JSS 1-3,observed comparison,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed comparison at the JSS 1-3 level.","Use 'observed comparison' correctly in an investigation method, data record, analysis or management explanation.",Applied Systems Garden
JV-0511,JSS 1-3,observed distribution,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed distribution at the JSS 1-3 level.","Use 'observed distribution' correctly in an investigation method, data record, analysis or management explanation.",Production Garden
JV-0512,JSS 1-3,observed performance,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed performance at the JSS 1-3 level.","Use 'observed performance' correctly in an investigation method, data record, analysis or management explanation.",Raised Systems Garden
JV-0513,JSS 1-3,observed quality,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed quality at the JSS 1-3 level.","Use 'observed quality' correctly in an investigation method, data record, analysis or management explanation.",Grid Experiment Garden
JV-0514,JSS 1-3,observed status,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed status at the JSS 1-3 level.","Use 'observed status' correctly in an investigation method, data record, analysis or management explanation.",Crop Rotation Garden
JV-0515,JSS 1-3,observed management,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed management at the JSS 1-3 level.","Use 'observed management' correctly in an investigation method, data record, analysis or management explanation.",Intercropping Garden
JV-0516,JSS 1-3,observed requirement,Engineering & Decision,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed requirement at the JSS 1-3 level.","Use 'observed requirement' correctly in an investigation method, data record, analysis or management explanation.",Water-Smart Garden
JV-0517,JSS 1-3,observed limit,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed limit at the JSS 1-3 level.","Use 'observed limit' correctly in an investigation method, data record, analysis or management explanation.",Compost & Soil Garden
JV-0518,JSS 1-3,observed target,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed target at the JSS 1-3 level.","Use 'observed target' correctly in an investigation method, data record, analysis or management explanation.",Soilless Learning Garden
JV-0519,JSS 1-3,observed threshold,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed threshold at the JSS 1-3 level.","Use 'observed threshold' correctly in an investigation method, data record, analysis or management explanation.",Sensor-Ready Garden
JV-0520,JSS 1-3,observed efficiency,Garden Foundations,A performance measure comparing useful output with the resource or input used for observed.,"Use 'observed efficiency' correctly in an investigation method, data record, analysis or management explanation.",Applied Systems Garden
JV-0521,JSS 1-3,observed productivity,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed productivity at the JSS 1-3 level.","Use 'observed productivity' correctly in an investigation method, data record, analysis or management explanation.",Production Garden
JV-0522,JSS 1-3,daily condition,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily condition at the JSS 1-3 level.","Use 'daily condition' correctly in an investigation method, data record, analysis or management explanation.",Raised Systems Garden
JV-0523,JSS 1-3,daily response,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily response at the JSS 1-3 level.","Use 'daily response' correctly in an investigation method, data record, analysis or management explanation.",Grid Experiment Garden
JV-0524,JSS 1-3,daily measurement,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily measurement at the JSS 1-3 level.","Use 'daily measurement' correctly in an investigation method, data record, analysis or management explanation.",Crop Rotation Garden
JV-0525,JSS 1-3,daily record,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily record at the JSS 1-3 level.","Use 'daily record' correctly in an investigation method, data record, analysis or management explanation.",Intercropping Garden
JV-0526,JSS 1-3,daily indicator,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily indicator at the JSS 1-3 level.","Use 'daily indicator' correctly in an investigation method, data record, analysis or management explanation.",Water-Smart Garden
JV-0527,JSS 1-3,daily value,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily value at the JSS 1-3 level.","Use 'daily value' correctly in an investigation method, data record, analysis or management explanation.",Compost & Soil Garden
JV-0528,JSS 1-3,daily change,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily change at the JSS 1-3 level.","Use 'daily change' correctly in an investigation method, data record, analysis or management explanation.",Soilless Learning Garden
JV-0529,JSS 1-3,daily pattern,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily pattern at the JSS 1-3 level.","Use 'daily pattern' correctly in an investigation method, data record, analysis or management explanation.",Sensor-Ready Garden
JV-0530,JSS 1-3,daily comparison,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily comparison at the JSS 1-3 level.","Use 'daily comparison' correctly in an investigation method, data record, analysis or management explanation.",Applied Systems Garden
JV-0531,JSS 1-3,daily distribution,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily distribution at the JSS 1-3 level.","Use 'daily distribution' correctly in an investigation method, data record, analysis or management explanation.",Production Garden
JV-0532,JSS 1-3,daily performance,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily performance at the JSS 1-3 level.","Use 'daily performance' correctly in an investigation method, data record, analysis or management explanation.",Raised Systems Garden
JV-0533,JSS 1-3,daily quality,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily quality at the JSS 1-3 level.","Use 'daily quality' correctly in an investigation method, data record, analysis or management explanation.",Grid Experiment Garden
JV-0534,JSS 1-3,daily status,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily status at the JSS 1-3 level.","Use 'daily status' correctly in an investigation method, data record, analysis or management explanation.",Crop Rotation Garden
JV-0535,JSS 1-3,daily management,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily management at the JSS 1-3 level.","Use 'daily management' correctly in an investigation method, data record, analysis or management explanation.",Intercropping Garden
JV-0536,JSS 1-3,daily requirement,Engineering & Decision,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily requirement at the JSS 1-3 level.","Use 'daily requirement' correctly in an investigation method, data record, analysis or management explanation.",Water-Smart Garden
JV-0537,JSS 1-3,daily limit,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily limit at the JSS 1-3 level.","Use 'daily limit' correctly in an investigation method, data record, analysis or management explanation.",Compost & Soil Garden
JV-0538,JSS 1-3,daily target,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily target at the JSS 1-3 level.","Use 'daily target' correctly in an investigation method, data record, analysis or management explanation.",Soilless Learning Garden
JV-0539,JSS 1-3,daily threshold,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily threshold at the JSS 1-3 level.","Use 'daily threshold' correctly in an investigation method, data record, analysis or management explanation.",Sensor-Ready Garden
JV-0540,JSS 1-3,daily efficiency,Garden Foundations,A performance measure comparing useful output with the resource or input used for daily.,"Use 'daily efficiency' correctly in an investigation method, data record, analysis or management explanation.",Applied Systems Garden
JV-0541,JSS 1-3,daily productivity,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily productivity at the JSS 1-3 level.","Use 'daily productivity' correctly in an investigation method, data record, analysis or management explanation.",Production Garden
JV-0542,JSS 1-3,weekly condition,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage weekly condition at the JSS 1-3 level.","Use 'weekly condition' correctly in an investigation method, data record, analysis or management explanation.",Raised Systems Garden
JV-0543,JSS 1-3,weekly response,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage weekly response at the JSS 1-3 level.","Use 'weekly response' correctly in an investigation method, data record, analysis or management explanation.",Grid Experiment Garden
JV-0544,JSS 1-3,weekly measurement,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage weekly measurement at the JSS 1-3 level.","Use 'weekly measurement' correctly in an investigation method, data record, analysis or management explanation.",Crop Rotation Garden
JV-0545,JSS 1-3,weekly record,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage weekly record at the JSS 1-3 level.","Use 'weekly record' correctly in an investigation method, data record, analysis or management explanation.",Intercropping Garden
JV-0546,JSS 1-3,weekly indicator,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage weekly indicator at the JSS 1-3 level.","Use 'weekly indicator' correctly in an investigation method, data record, analysis or management explanation.",Water-Smart Garden
JV-0547,JSS 1-3,weekly value,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage weekly value at the JSS 1-3 level.","Use 'weekly value' correctly in an investigation method, data record, analysis or management explanation.",Compost & Soil Garden
JV-0548,JSS 1-3,weekly change,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage weekly change at the JSS 1-3 level.","Use 'weekly change' correctly in an investigation method, data record, analysis or management explanation.",Soilless Learning Garden
JV-0549,JSS 1-3,weekly pattern,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage weekly pattern at the JSS 1-3 level.","Use 'weekly pattern' correctly in an investigation method, data record, analysis or management explanation.",Sensor-Ready Garden
JV-0550,JSS 1-3,weekly comparison,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage weekly comparison at the JSS 1-3 level.","Use 'weekly comparison' correctly in an investigation method, data record, analysis or management explanation.",Applied Systems Garden
JV-0551,JSS 1-3,weekly distribution,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage weekly distribution at the JSS 1-3 level.","Use 'weekly distribution' correctly in an investigation method, data record, analysis or management explanation.",Production Garden
JV-0552,JSS 1-3,weekly performance,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage weekly performance at the JSS 1-3 level.","Use 'weekly performance' correctly in an investigation method, data record, analysis or management explanation.",Raised Systems Garden
JV-0553,JSS 1-3,weekly quality,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage weekly quality at the JSS 1-3 level.","Use 'weekly quality' correctly in an investigation method, data record, analysis or management explanation.",Grid Experiment Garden
JV-0554,JSS 1-3,weekly status,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage weekly status at the JSS 1-3 level.","Use 'weekly status' correctly in an investigation method, data record, analysis or management explanation.",Crop Rotation Garden
JV-0555,JSS 1-3,weekly management,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage weekly management at the JSS 1-3 level.","Use 'weekly management' correctly in an investigation method, data record, analysis or management explanation.",Intercropping Garden
JV-0556,JSS 1-3,weekly requirement,Engineering & Decision,"A GrowMeal concept used to observe, describe, measure, analyze or manage weekly requirement at the JSS 1-3 level.","Use 'weekly requirement' correctly in an investigation method, data record, analysis or management explanation.",Water-Smart Garden
JV-0557,JSS 1-3,weekly limit,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage weekly limit at the JSS 1-3 level.","Use 'weekly limit' correctly in an investigation method, data record, analysis or management explanation.",Compost & Soil Garden
JV-0558,JSS 1-3,weekly target,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage weekly target at the JSS 1-3 level.","Use 'weekly target' correctly in an investigation method, data record, analysis or management explanation.",Soilless Learning Garden
JV-0559,JSS 1-3,weekly threshold,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage weekly threshold at the JSS 1-3 level.","Use 'weekly threshold' correctly in an investigation method, data record, analysis or management explanation.",Sensor-Ready Garden
JV-0560,JSS 1-3,weekly efficiency,Garden Foundations,A performance measure comparing useful output with the resource or input used for weekly.,"Use 'weekly efficiency' correctly in an investigation method, data record, analysis or management explanation.",Applied Systems Garden
JV-0561,JSS 1-3,weekly productivity,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage weekly productivity at the JSS 1-3 level.","Use 'weekly productivity' correctly in an investigation method, data record, analysis or management explanation.",Production Garden
JV-0562,JSS 1-3,average condition,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage average condition at the JSS 1-3 level.","Use 'average condition' correctly in an investigation method, data record, analysis or management explanation.",Raised Systems Garden
JV-0563,JSS 1-3,average response,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage average response at the JSS 1-3 level.","Use 'average response' correctly in an investigation method, data record, analysis or management explanation.",Grid Experiment Garden
JV-0564,JSS 1-3,average measurement,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage average measurement at the JSS 1-3 level.","Use 'average measurement' correctly in an investigation method, data record, analysis or management explanation.",Crop Rotation Garden
JV-0565,JSS 1-3,average record,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage average record at the JSS 1-3 level.","Use 'average record' correctly in an investigation method, data record, analysis or management explanation.",Intercropping Garden
JV-0566,JSS 1-3,average indicator,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage average indicator at the JSS 1-3 level.","Use 'average indicator' correctly in an investigation method, data record, analysis or management explanation.",Water-Smart Garden
JV-0567,JSS 1-3,average value,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage average value at the JSS 1-3 level.","Use 'average value' correctly in an investigation method, data record, analysis or management explanation.",Compost & Soil Garden
JV-0568,JSS 1-3,average change,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage average change at the JSS 1-3 level.","Use 'average change' correctly in an investigation method, data record, analysis or management explanation.",Soilless Learning Garden
JV-0569,JSS 1-3,average pattern,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage average pattern at the JSS 1-3 level.","Use 'average pattern' correctly in an investigation method, data record, analysis or management explanation.",Sensor-Ready Garden
JV-0570,JSS 1-3,average comparison,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage average comparison at the JSS 1-3 level.","Use 'average comparison' correctly in an investigation method, data record, analysis or management explanation.",Applied Systems Garden
JV-0571,JSS 1-3,average distribution,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage average distribution at the JSS 1-3 level.","Use 'average distribution' correctly in an investigation method, data record, analysis or management explanation.",Production Garden
JV-0572,JSS 1-3,average performance,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage average performance at the JSS 1-3 level.","Use 'average performance' correctly in an investigation method, data record, analysis or management explanation.",Raised Systems Garden
JV-0573,JSS 1-3,average quality,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage average quality at the JSS 1-3 level.","Use 'average quality' correctly in an investigation method, data record, analysis or management explanation.",Grid Experiment Garden
JV-0574,JSS 1-3,average status,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage average status at the JSS 1-3 level.","Use 'average status' correctly in an investigation method, data record, analysis or management explanation.",Crop Rotation Garden
