id,level,garden,domain,question,answer
AQ-425,SSS 1-3,Controlled Experiment Garden,Practical,"Document one calibration, verification or reference check.",0-3 documentation rubric.
AQ-426,SSS 1-3,Controlled Experiment Garden,Investigation/Data,Analyze a dataset using an appropriate quantitative metric and state uncertainty.,"Correct metric, units and uncertainty statement."
AQ-427,SSS 1-3,Controlled Experiment Garden,Investigation/Data,Compare at least two scenarios/designs and quantify the performance trade-off.,"Quantified, defensible comparison."
AQ-428,SSS 1-3,Controlled Experiment Garden,Mission,Stress-test the conclusion by changing one assumption or input and report whether the decision changes.,Valid sensitivity/stress-test reasoning.
AQ-429,SSS 1-3,Controlled Experiment Garden,Mission,Recommend an optimization and define a measurable acceptance criterion.,Actionable optimization + measurable criterion.
AQ-430,SSS 1-3,Controlled Experiment Garden,Mission,"Write a decision statement integrating performance, uncertainty, safety and implementation constraints.",Technically defensible multi-criteria decision.
AQ-431,SSS 1-3,Irrigation Engineering Garden,Knowledge,"Frame a research or engineering question involving flow, head, pipe loss, uniformity and pumping efficiency.",Precise question with system boundary and measurable performance outcome.
AQ-432,SSS 1-3,Irrigation Engineering Garden,Knowledge,Identify one assumption and one constraint relevant to the irrigation system.,Valid assumption and operational/design constraint.
AQ-433,SSS 1-3,Irrigation Engineering Garden,Knowledge,Explain why validation is distinct from calibration or fitting.,Validation tests performance on independent/held-out evidence; calibration/fitting sets model/instrument relation.
AQ-434,SSS 1-3,Irrigation Engineering Garden,Practical,"Execute or demonstrate a technically appropriate measurement of engineering metric, with instrument ID, unit and QC note.",0-3 technical/QC rubric.
AQ-435,SSS 1-3,Irrigation Engineering Garden,Practical,"Document one calibration, verification or reference check.",0-3 documentation rubric.
AQ-436,SSS 1-3,Irrigation Engineering Garden,Investigation/Data,Analyze a dataset using an appropriate quantitative metric and state uncertainty.,"Correct metric, units and uncertainty statement."
AQ-437,SSS 1-3,Irrigation Engineering Garden,Investigation/Data,Compare at least two scenarios/designs and quantify the performance trade-off.,"Quantified, defensible comparison."
AQ-438,SSS 1-3,Irrigation Engineering Garden,Mission,Stress-test the conclusion by changing one assumption or input and report whether the decision changes.,Valid sensitivity/stress-test reasoning.
AQ-439,SSS 1-3,Irrigation Engineering Garden,Mission,Recommend an optimization and define a measurable acceptance criterion.,Actionable optimization + measurable criterion.
AQ-440,SSS 1-3,Irrigation Engineering Garden,Mission,"Write a decision statement integrating performance, uncertainty, safety and implementation constraints.",Technically defensible multi-criteria decision.
AQ-441,SSS 1-3,Water Productivity Garden,Knowledge,"Frame a research or engineering question involving water balance, ET, IWP and ET water productivity.",Precise question with system boundary and measurable performance outcome.
AQ-442,SSS 1-3,Water Productivity Garden,Knowledge,Identify one assumption and one constraint relevant to the water-productivity dataset.,Valid assumption and operational/design constraint.
AQ-443,SSS 1-3,Water Productivity Garden,Knowledge,Explain why validation is distinct from calibration or fitting.,Validation tests performance on independent/held-out evidence; calibration/fitting sets model/instrument relation.
AQ-444,SSS 1-3,Water Productivity Garden,Practical,"Execute or demonstrate a technically appropriate measurement of water-productivity metric, with instrument ID, unit and QC note.",0-3 technical/QC rubric.
AQ-445,SSS 1-3,Water Productivity Garden,Practical,"Document one calibration, verification or reference check.",0-3 documentation rubric.
AQ-446,SSS 1-3,Water Productivity Garden,Investigation/Data,Analyze a dataset using an appropriate quantitative metric and state uncertainty.,"Correct metric, units and uncertainty statement."
AQ-447,SSS 1-3,Water Productivity Garden,Investigation/Data,Compare at least two scenarios/designs and quantify the performance trade-off.,"Quantified, defensible comparison."
AQ-448,SSS 1-3,Water Productivity Garden,Mission,Stress-test the conclusion by changing one assumption or input and report whether the decision changes.,Valid sensitivity/stress-test reasoning.
AQ-449,SSS 1-3,Water Productivity Garden,Mission,Recommend an optimization and define a measurable acceptance criterion.,Actionable optimization + measurable criterion.
AQ-450,SSS 1-3,Water Productivity Garden,Mission,"Write a decision statement integrating performance, uncertainty, safety and implementation constraints.",Technically defensible multi-criteria decision.
AQ-451,SSS 1-3,Advanced Soilless Garden,Knowledge,"Frame a research or engineering question involving pH/EC dynamics, flow and residence time.",Precise question with system boundary and measurable performance outcome.
AQ-452,SSS 1-3,Advanced Soilless Garden,Knowledge,Identify one assumption and one constraint relevant to the advanced soilless unit.,Valid assumption and operational/design constraint.
AQ-453,SSS 1-3,Advanced Soilless Garden,Knowledge,Explain why validation is distinct from calibration or fitting.,Validation tests performance on independent/held-out evidence; calibration/fitting sets model/instrument relation.
AQ-454,SSS 1-3,Advanced Soilless Garden,Practical,"Execute or demonstrate a technically appropriate measurement of soilless metric, with instrument ID, unit and QC note.",0-3 technical/QC rubric.
AQ-455,SSS 1-3,Advanced Soilless Garden,Practical,"Document one calibration, verification or reference check.",0-3 documentation rubric.
AQ-456,SSS 1-3,Advanced Soilless Garden,Investigation/Data,Analyze a dataset using an appropriate quantitative metric and state uncertainty.,"Correct metric, units and uncertainty statement."
AQ-457,SSS 1-3,Advanced Soilless Garden,Investigation/Data,Compare at least two scenarios/designs and quantify the performance trade-off.,"Quantified, defensible comparison."
AQ-458,SSS 1-3,Advanced Soilless Garden,Mission,Stress-test the conclusion by changing one assumption or input and report whether the decision changes.,Valid sensitivity/stress-test reasoning.
AQ-459,SSS 1-3,Advanced Soilless Garden,Mission,Recommend an optimization and define a measurable acceptance criterion.,Actionable optimization + measurable criterion.
AQ-460,SSS 1-3,Advanced Soilless Garden,Mission,"Write a decision statement integrating performance, uncertainty, safety and implementation constraints.",Technically defensible multi-criteria decision.
AQ-461,SSS 1-3,Sensor & Monitoring Garden,Knowledge,"Frame a research or engineering question involving accuracy, precision, calibration, MAE/RMSE and network design.",Precise question with system boundary and measurable performance outcome.
AQ-462,SSS 1-3,Sensor & Monitoring Garden,Knowledge,Identify one assumption and one constraint relevant to the monitoring station.,Valid assumption and operational/design constraint.
AQ-463,SSS 1-3,Sensor & Monitoring Garden,Knowledge,Explain why validation is distinct from calibration or fitting.,Validation tests performance on independent/held-out evidence; calibration/fitting sets model/instrument relation.
AQ-464,SSS 1-3,Sensor & Monitoring Garden,Practical,"Execute or demonstrate a technically appropriate measurement of monitoring metric, with instrument ID, unit and QC note.",0-3 technical/QC rubric.
AQ-465,SSS 1-3,Sensor & Monitoring Garden,Practical,"Document one calibration, verification or reference check.",0-3 documentation rubric.
AQ-466,SSS 1-3,Sensor & Monitoring Garden,Investigation/Data,Analyze a dataset using an appropriate quantitative metric and state uncertainty.,"Correct metric, units and uncertainty statement."
AQ-467,SSS 1-3,Sensor & Monitoring Garden,Investigation/Data,Compare at least two scenarios/designs and quantify the performance trade-off.,"Quantified, defensible comparison."
AQ-468,SSS 1-3,Sensor & Monitoring Garden,Mission,Stress-test the conclusion by changing one assumption or input and report whether the decision changes.,Valid sensitivity/stress-test reasoning.
AQ-469,SSS 1-3,Sensor & Monitoring Garden,Mission,Recommend an optimization and define a measurable acceptance criterion.,Actionable optimization + measurable criterion.
AQ-470,SSS 1-3,Sensor & Monitoring Garden,Mission,"Write a decision statement integrating performance, uncertainty, safety and implementation constraints.",Technically defensible multi-criteria decision.
AQ-471,SSS 1-3,Smart Irrigation Demonstrator,Knowledge,"Frame a research or engineering question involving thresholds, hysteresis, feedback and adaptive control.",Precise question with system boundary and measurable performance outcome.
AQ-472,SSS 1-3,Smart Irrigation Demonstrator,Knowledge,Identify one assumption and one constraint relevant to the smart irrigation controller.,Valid assumption and operational/design constraint.
AQ-473,SSS 1-3,Smart Irrigation Demonstrator,Knowledge,Explain why validation is distinct from calibration or fitting.,Validation tests performance on independent/held-out evidence; calibration/fitting sets model/instrument relation.
AQ-474,SSS 1-3,Smart Irrigation Demonstrator,Practical,"Execute or demonstrate a technically appropriate measurement of control metric, with instrument ID, unit and QC note.",0-3 technical/QC rubric.
AQ-475,SSS 1-3,Smart Irrigation Demonstrator,Practical,"Document one calibration, verification or reference check.",0-3 documentation rubric.
AQ-476,SSS 1-3,Smart Irrigation Demonstrator,Investigation/Data,Analyze a dataset using an appropriate quantitative metric and state uncertainty.,"Correct metric, units and uncertainty statement."
AQ-477,SSS 1-3,Smart Irrigation Demonstrator,Investigation/Data,Compare at least two scenarios/designs and quantify the performance trade-off.,"Quantified, defensible comparison."
AQ-478,SSS 1-3,Smart Irrigation Demonstrator,Mission,Stress-test the conclusion by changing one assumption or input and report whether the decision changes.,Valid sensitivity/stress-test reasoning.
AQ-479,SSS 1-3,Smart Irrigation Demonstrator,Mission,Recommend an optimization and define a measurable acceptance criterion.,Actionable optimization + measurable criterion.
AQ-480,SSS 1-3,Smart Irrigation Demonstrator,Mission,"Write a decision statement integrating performance, uncertainty, safety and implementation constraints.",Technically defensible multi-criteria decision.
AQ-481,SSS 1-3,Research & Design Garden,Knowledge,"Frame a research or engineering question involving problem definition, requirements, concept selection and prototype testing.",Precise question with system boundary and measurable performance outcome.
AQ-482,SSS 1-3,Research & Design Garden,Knowledge,Identify one assumption and one constraint relevant to the design brief.,Valid assumption and operational/design constraint.
AQ-483,SSS 1-3,Research & Design Garden,Knowledge,Explain why validation is distinct from calibration or fitting.,Validation tests performance on independent/held-out evidence; calibration/fitting sets model/instrument relation.
AQ-484,SSS 1-3,Research & Design Garden,Practical,"Execute or demonstrate a technically appropriate measurement of design metric, with instrument ID, unit and QC note.",0-3 technical/QC rubric.
AQ-485,SSS 1-3,Research & Design Garden,Practical,"Document one calibration, verification or reference check.",0-3 documentation rubric.
AQ-486,SSS 1-3,Research & Design Garden,Investigation/Data,Analyze a dataset using an appropriate quantitative metric and state uncertainty.,"Correct metric, units and uncertainty statement."
AQ-487,SSS 1-3,Research & Design Garden,Investigation/Data,Compare at least two scenarios/designs and quantify the performance trade-off.,"Quantified, defensible comparison."
AQ-488,SSS 1-3,Research & Design Garden,Mission,Stress-test the conclusion by changing one assumption or input and report whether the decision changes.,Valid sensitivity/stress-test reasoning.
AQ-489,SSS 1-3,Research & Design Garden,Mission,Recommend an optimization and define a measurable acceptance criterion.,Actionable optimization + measurable criterion.
AQ-490,SSS 1-3,Research & Design Garden,Mission,"Write a decision statement integrating performance, uncertainty, safety and implementation constraints.",Technically defensible multi-criteria decision.
AQ-491,SSS 1-3,Integrated Food Systems Laboratory,Knowledge,"Frame a research or engineering question involving system boundaries, balances, time-varying mismatch, cascades and scenarios.",Precise question with system boundary and measurable performance outcome.
AQ-492,SSS 1-3,Integrated Food Systems Laboratory,Knowledge,Identify one assumption and one constraint relevant to the integrated system model.,Valid assumption and operational/design constraint.
AQ-493,SSS 1-3,Integrated Food Systems Laboratory,Knowledge,Explain why validation is distinct from calibration or fitting.,Validation tests performance on independent/held-out evidence; calibration/fitting sets model/instrument relation.
AQ-494,SSS 1-3,Integrated Food Systems Laboratory,Practical,"Execute or demonstrate a technically appropriate measurement of integrated-system metric, with instrument ID, unit and QC note.",0-3 technical/QC rubric.
AQ-495,SSS 1-3,Integrated Food Systems Laboratory,Practical,"Document one calibration, verification or reference check.",0-3 documentation rubric.
AQ-496,SSS 1-3,Integrated Food Systems Laboratory,Investigation/Data,Analyze a dataset using an appropriate quantitative metric and state uncertainty.,"Correct metric, units and uncertainty statement."
AQ-497,SSS 1-3,Integrated Food Systems Laboratory,Investigation/Data,Compare at least two scenarios/designs and quantify the performance trade-off.,"Quantified, defensible comparison."
AQ-498,SSS 1-3,Integrated Food Systems Laboratory,Mission,Stress-test the conclusion by changing one assumption or input and report whether the decision changes.,Valid sensitivity/stress-test reasoning.
AQ-499,SSS 1-3,Integrated Food Systems Laboratory,Mission,Recommend an optimization and define a measurable acceptance criterion.,Actionable optimization + measurable criterion.
AQ-500,SSS 1-3,Integrated Food Systems Laboratory,Mission,"Write a decision statement integrating performance, uncertainty, safety and implementation constraints.",Technically defensible multi-criteria decision.
