ID,Level,Domain,Context,Scenario,Task,Evidence,Success_Criteria,Extension,Safety
FSC-319,JSS 1-3,Store & Handle Responsibly,School Food-Waste Station,The school is reviewing a school food-waste station. You are assigned a store & handle responsibly problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-320,JSS 1-3,Solve a Food-System Challenge,School Garden,The school is reviewing a school garden. You are assigned a solve a food-system challenge problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-321,JSS 1-3,Know the Ingredient,Harvest Basket,The school is reviewing a harvest basket. You are assigned a know the ingredient problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-322,JSS 1-3,Build a Food Journey,Ingredient Display,The school is reviewing a ingredient display. You are assigned a build a food journey problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-323,JSS 1-3,Make a Food Choice,School Lunch Scenario,The school is reviewing a school lunch scenario. You are assigned a make a food choice problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-324,JSS 1-3,Read the Label,Water Station,The school is reviewing a water station. You are assigned a read the label problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-325,JSS 1-3,Plan a Meal,Storage Shelf,The school is reviewing a storage shelf. You are assigned a plan a meal problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-326,JSS 1-3,Use Water Wisely,Market Basket,The school is reviewing a market basket. You are assigned a use water wisely problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-327,JSS 1-3,Reduce Food Waste,Food Journey Map,The school is reviewing a food journey map. You are assigned a reduce food waste problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-328,JSS 1-3,Think Seasonally,School Food-Waste Station,The school is reviewing a school food-waste station. You are assigned a think seasonally problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-329,JSS 1-3,Store & Handle Responsibly,School Garden,The school is reviewing a school garden. You are assigned a store & handle responsibly problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-330,JSS 1-3,Solve a Food-System Challenge,Classroom Food Table,The school is reviewing a classroom food table. You are assigned a solve a food-system challenge problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-331,JSS 1-3,Know the Ingredient,Ingredient Display,The school is reviewing a ingredient display. You are assigned a know the ingredient problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-332,JSS 1-3,Build a Food Journey,School Lunch Scenario,The school is reviewing a school lunch scenario. You are assigned a build a food journey problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-333,JSS 1-3,Make a Food Choice,Water Station,The school is reviewing a water station. You are assigned a make a food choice problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-334,JSS 1-3,Read the Label,Storage Shelf,The school is reviewing a storage shelf. You are assigned a read the label problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-335,JSS 1-3,Plan a Meal,Market Basket,The school is reviewing a market basket. You are assigned a plan a meal problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-336,JSS 1-3,Use Water Wisely,Food Journey Map,The school is reviewing a food journey map. You are assigned a use water wisely problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-337,JSS 1-3,Reduce Food Waste,School Food-Waste Station,The school is reviewing a school food-waste station. You are assigned a reduce food waste problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-338,JSS 1-3,Think Seasonally,School Garden,The school is reviewing a school garden. You are assigned a think seasonally problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-339,JSS 1-3,Store & Handle Responsibly,Classroom Food Table,The school is reviewing a classroom food table. You are assigned a store & handle responsibly problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-340,JSS 1-3,Solve a Food-System Challenge,Harvest Basket,The school is reviewing a harvest basket. You are assigned a solve a food-system challenge problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-341,JSS 1-3,Know the Ingredient,School Lunch Scenario,The school is reviewing a school lunch scenario. You are assigned a know the ingredient problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-342,JSS 1-3,Build a Food Journey,Water Station,The school is reviewing a water station. You are assigned a build a food journey problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-343,JSS 1-3,Make a Food Choice,Storage Shelf,The school is reviewing a storage shelf. You are assigned a make a food choice problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-344,JSS 1-3,Read the Label,Market Basket,The school is reviewing a market basket. You are assigned a read the label problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-345,JSS 1-3,Plan a Meal,Food Journey Map,The school is reviewing a food journey map. You are assigned a plan a meal problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-346,JSS 1-3,Use Water Wisely,School Food-Waste Station,The school is reviewing a school food-waste station. You are assigned a use water wisely problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-347,JSS 1-3,Reduce Food Waste,School Garden,The school is reviewing a school garden. You are assigned a reduce food waste problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-348,JSS 1-3,Think Seasonally,Classroom Food Table,The school is reviewing a classroom food table. You are assigned a think seasonally problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-349,JSS 1-3,Store & Handle Responsibly,Harvest Basket,The school is reviewing a harvest basket. You are assigned a store & handle responsibly problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-350,JSS 1-3,Solve a Food-System Challenge,Ingredient Display,The school is reviewing a ingredient display. You are assigned a solve a food-system challenge problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-351,JSS 1-3,Know the Ingredient,Water Station,The school is reviewing a water station. You are assigned a know the ingredient problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-352,JSS 1-3,Build a Food Journey,Storage Shelf,The school is reviewing a storage shelf. You are assigned a build a food journey problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-353,JSS 1-3,Make a Food Choice,Market Basket,The school is reviewing a market basket. You are assigned a make a food choice problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-354,JSS 1-3,Read the Label,Food Journey Map,The school is reviewing a food journey map. You are assigned a read the label problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-355,JSS 1-3,Plan a Meal,School Food-Waste Station,The school is reviewing a school food-waste station. You are assigned a plan a meal problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-356,JSS 1-3,Use Water Wisely,School Garden,The school is reviewing a school garden. You are assigned a use water wisely problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-357,JSS 1-3,Reduce Food Waste,Classroom Food Table,The school is reviewing a classroom food table. You are assigned a reduce food waste problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-358,JSS 1-3,Think Seasonally,Harvest Basket,The school is reviewing a harvest basket. You are assigned a think seasonally problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-359,JSS 1-3,Store & Handle Responsibly,Ingredient Display,The school is reviewing a ingredient display. You are assigned a store & handle responsibly problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-360,JSS 1-3,Solve a Food-System Challenge,School Lunch Scenario,The school is reviewing a school lunch scenario. You are assigned a solve a food-system challenge problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-361,JSS 1-3,Know the Ingredient,Storage Shelf,The school is reviewing a storage shelf. You are assigned a know the ingredient problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-362,JSS 1-3,Build a Food Journey,Market Basket,The school is reviewing a market basket. You are assigned a build a food journey problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
FSC-363,JSS 1-3,Make a Food Choice,Food Journey Map,The school is reviewing a food journey map. You are assigned a make a food choice problem that requires a defensible management decision.,"Define criteria and variables, collect or interpret traceable data, quantify the relevant difference/loss/use, evaluate uncertainty and recommend an action with a trigger or threshold.","Problem statement, data/calculation, evaluation, uncertainty note and management recommendation.",Traceable evidence; quantitative reasoning; explicit criteria; qualified conclusion; actionable recommendation.,Conduct a sensitivity check: identify one assumption that could reverse the decision.,"Use only teacher-approved materials. No tasting is required. Follow school rules for food handling, allergies, handwashing and sanitation. Teachers control knives, heat, electrical equipment, chemicals and processing machinery."
